title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low
1980,Kurt Russell,1.5,0,1,0,1980,Jack Warden,3,0,1,0,1980,Frank McRae,4.5,0,1,0,1980,Gerrit Graham,6,0,1,0,1980,Deborah Harmon,7.5,0,1,0,1980,Joe Flaherty,9,0,1,0
2012,Moritz Bleibtreu,1.5,0,1,0,2012,Kasia Smutniak,3,0,1,0,2012,Mark Ivanir,4.5,0,1,0,2012,Max Riemelt,6,0,1,0,2012,Stipe Erceg,7.5,0,1,0,2012,Cosima Shaw,9,0,1,0
1993,KÌ«ichi Yamadera,1.5,0,1,0,1993,Emi Shinohara,3,0,1,0,1993,Takeshi Aono,4.5,0,1,0,1993,Daisuke GÅçri,6,0,1,0,1993,Toshihiko Seki,7.5,0,1,0,1993,ShÌÈichirÌ« Moriyama,9,0,1,0
2010,Marc Donato,1.5,0,1,0,2010,Jascha Washington,3,0,1,0,2010,Whitney Hoy,4.5,0,1,0,2010,Justin Arnold,6,0,1,0,2010,Julin,7.5,0,1,0,2010,Full Cast & Crew,9,0,1,0
1998,Trey Parker,1.5,0,1,0,1998,Matt Stone,3,0,1,0,1998,Yasmine Bleeth,4.5,0,1,0,1998,Jenny McCarthy,6,0,1,0,1998,Dian Bachar,7.5,0,1,0,1998,Ernest Borgnine,9,0,1,0
2015,Roberto FarÌ_as,1.5,0,1,0,2015,Antonia Zegers,3,0,1,0,2015,Alfredo Castro,4.5,0,1,0,2015,Alejandro Goic,6,0,1,0,2015,Alejandro Sieveking,7.5,0,1,0,2015,Jaime Vadell,9,0,1,0
1993,Max Pomeranc,1.5,0,1,0,1993,Joe Mantegna,3,0,1,0,1993,Joan Allen,4.5,0,1,0,1993,Ben Kingsley,6,0,1,0,1993,Laurence Fishburne,7.5,0,1,0,1993,Michael Nirenberg,9,0,1,0
1929,Luis BuÌ±uel,1.5,0,1,0,1929,Salvador DalÌ_,3,0,1,0,1929,Pierre Batcheff,4.5,0,1,0,1929,Simone Mareuil,6,0,1,0,1929,Robert Hommet,7.5,0,1,0,1929,Marval,9,0,1,0
2003,Cate Blanchett,1.5,0,1,0,2003,Gerard McSorley,3,0,1,0,2003,CiarÌÁn Hinds,4.5,0,1,0,2003,Brenda Fricker,6,0,1,0,2003,Don Wycherley,7.5,0,1,0,2003,Barry Barnes,9,0,1,0
1975,Andrey Myagkov,1.5,0,1,0,1975,Barbara Brylska,3,0,1,0,1975,Yuriy Yakovlev,4.5,0,1,0,1975,Aleksandr Shirvindt,6,0,1,0,1975,Georgi Burkov,7.5,0,1,0,1975,Aleksandr Belyavskiy,9,0,1,0
2009,DJ Qualls,1.5,0,1,0,2009,Preston Jones,3,0,1,0,2009,Julianna Guill,4.5,0,1,0,2009,Mary Cobb,6,0,1,0,2009,Full Cast & Crew,7.5,0,1,0,2009,,9,0,1,0
1984,Clint Eastwood,1.5,0,1,0,1984,GeneviÌ¬ve Bujold,3,0,1,0,1984,Dan Hedaya,4.5,0,1,0,1984,Alison Eastwood,6,0,1,0,1984,Jenny Beck,7.5,0,1,0,1984,Marco St. John,9,0,1,0
2004,Judi Dench,1.5,0,1,0,2004,Maggie Smith,3,0,1,0,2004,Daniel BrÌ_hl,4.5,0,1,0,2004,Freddie Jones,6,0,1,0,2004,Jimmy Yuill,7.5,0,1,0,2004,Miriam Margolyes,9,0,1,0
2015,Elliot Cowan,2,0,0,1,2015,Elodie Yung,4,0,0,1,2015,Jonathan Pryce,6,0,0,1,2015,Robert Bathurst,8,0,0,1,2015,James Callis,10,0,0,1,2015,Cosima Shaw,12,0,0,1
2016,Julianne Hough,1.5,0,1,0,2016,Aaron Tveit,3,0,1,0,2016,Vanessa Hudgens,4.5,0,1,0,2016,Carlos PenaVega,6,0,1,0,2016,Keke Palmer,7.5,0,1,0,2016,Carly Rae Jepsen,9,0,1,0
1965,Louis de FunÌ¬s,1.5,0,1,0,1965,GeneviÌ¬ve Grad,3,0,1,0,1965,Michel Galabru,4.5,0,1,0,1965,Christian Marin,6,0,1,0,1965,Guy Grosso,7.5,0,1,0,1965,Michel Modo,9,0,1,0
2016,Jappe Claes,1.5,0,1,0,2016,Saman Amini,3,0,1,0,2016,Full Cast & Crew,4.5,0,1,0,2016,,6,0,1,0,2016,,7.5,0,1,0,2016,,9,0,1,0
1988,Mitsuko Horie,1.5,0,1,0,1988,BanjÅç Ginga,3,0,1,0,1988,Hiroko Emori,4.5,0,1,0,1988,Mayumi Tanaka,6,0,1,0,1988,Full Cast & Crew,7.5,0,1,0,1988,,9,0,1,0
2005,Seth MacFarlane,1.5,0,1,0,2005,Alex Borstein,3,0,1,0,2005,Seth Green,4.5,0,1,0,2005,Mila Kunis,6,0,1,0,2005,Patrick Warburton,7.5,0,1,0,2005,Lori Alan,9,0,1,0
2010,Edgar RamÌ_rez,1.5,0,1,0,2010,Alexander Scheer,3,0,1,0,2010,Fadi Abi Samra,4.5,0,1,0,2010,Nora von WaldstÌ_tten,6,0,1,0,2010,Talal El-Jordi,7.5,0,1,0,2010,Ahmad Kaabour,9,0,1,0
1990,Jean Rochefort,1.5,0,1,0,1990,Anna Galiena,3,0,1,0,1990,Roland Bertin,4.5,0,1,0,1990,Maurice Chevit,6,0,1,0,1990,Philippe ClÌ©venot,7.5,0,1,0,1990,Jacques Mathou,9,0,1,0
1994,Terence Hill,1.5,0,1,0,1994,Bud Spencer,3,0,1,0,1994,Boots Southerland,4.5,0,1,0,1994,Ruth Buzzi,6,0,1,0,1994,Eva HaÌÙmann,7.5,0,1,0,1994,Neil Summers,9,0,1,0
1989,Louis Jourdan,1.5,0,1,0,1989,Heather Locklear,3,0,1,0,1989,Sarah Douglas,4.5,0,1,0,1989,Dick Durock,6,0,1,0,1989,Joey Sagal,7.5,0,1,0,1989,Ace Mask,9,0,1,0
2015,Svetlana Khodchenkova,2,0,0,1,2015,Pavel Derevyanko,4,0,0,1,2015,Isabelle Allen,6,0,0,1,2015,Claudiu Trandafir,8,0,0,1,2015,Ada Condeescu,10,0,0,1,2015,Lucas Bond,12,0,0,1
2012,Priyanka Chopra,1.5,0,1,0,2012,Ranbir Kapoor,3,0,1,0,2012,Ileana D'Cruz,4.5,0,1,0,2012,Sumona Chakravarti,6,0,1,0,2012,Full Cast & Crew,7.5,0,1,0,2012,,9,0,1,0
2016,Peter Haber,1.5,0,1,0,2016,Kristofer Hivju,3,0,1,0,2016,Jonas Karlsson,4.5,0,1,0,2016,MÌ´ns Nathanaelson,6,0,1,0,2016,Elmira Arikan,7.5,0,1,0,2016,Ingvar Hirdwall,9,0,1,0
1998,Julia Roberts,1.5,0,1,0,1998,Susan Sarandon,3,0,1,0,1998,Ed Harris,4.5,0,1,0,1998,Jena Malone,6,0,1,0,1998,Liam Aiken,7.5,0,1,0,1998,Jason Maves,9,0,1,0
1994,MihÌÁly Vig,2,0,0,1,1994,Putyi HorvÌÁth,4,0,0,1,1994,LÌÁszlÌ_ feLugossy,6,0,0,1,1994,Ìäva AlmÌÁssy Albert,8,0,0,1,1994,JÌÁnos Derzsi,10,0,0,1,1994,IrÌ©n Szajki,12,0,0,1
2016,Natasha Henstridge,1.5,0,1,0,2016,Jason Patric,3,0,1,0,2016,Liam Dickinson,4.5,0,1,0,2016,Kyra Zagorsky,6,0,1,0,2016,Michael Rogers,7.5,0,1,0,2016,Christian Tessier,9,0,1,0
1984,Carmen Maura,1.5,0,1,0,1984,ÌÅngel de AndrÌ©s LÌ_pez,3,0,1,0,1984,VerÌ_nica ForquÌ©,4.5,0,1,0,1984,Chus Lampreave,6,0,1,0,1984,Gonzalo SuÌÁrez,7.5,0,1,0,1984,Kiti MÌÁnver,9,0,1,0
1995,Colin Firth,1.5,0,1,0,1995,Julia Sawalha,3,0,1,0,1995,Jennifer Ehle,4.5,0,1,0,1995,Alison Steadman,6,0,1,0,1995,Crispin Bonham-Carter,7.5,0,1,0,1995,Benjamin Whitrow,9,0,1,0
1975,Angela Winkler,1.5,0,1,0,1975,Mario Adorf,3,0,1,0,1975,Dieter Laser,4.5,0,1,0,1975,JÌ_rgen Prochnow,6,0,1,0,1975,Heinz Bennent,7.5,0,1,0,1975,Hannelore Hoger,9,0,1,0
1985,Wilford Brimley,1.5,0,1,0,1985,Warwick Davis,3,0,1,0,1985,Aubree Miller,4.5,0,1,0,1985,SiÌ¢n Phillips,6,0,1,0,1985,Carel Struycken,7.5,0,1,0,1985,Niki Botelho,9,0,1,0
2012,Adrien Brody,1.5,0,1,0,2012,Tim Robbins,3,0,1,0,2012,Xu Fan,4.5,0,1,0,2012,Chen Dao-Ming,6,0,1,0,2012,Alec Su,7.5,0,1,0,2012,Hanyu Zhang,9,0,1,0
2010,Marc Lavoine,1.5,0,1,0,2010,Pierre-FranÌ_ois Martin-Laval,3,0,1,0,2010,LÌ©a Drucker,4.5,0,1,0,2010,Pascale Arbillot,6,0,1,0,2010,Yvon Back,7.5,0,1,0,2010,Guillaume de TonquÌ©dec,9,0,1,0
2014,Deirdre O'Kane,1.5,0,1,0,2014,Sarah Greene,3,0,1,0,2014,Gloria Cramer Curtis,4.5,0,1,0,2014,Brendan Coyle,6,0,1,0,2014,Mark Huberman,7.5,0,1,0,2014,Ruth Negga,9,0,1,0
1995,Eddie Murphy,1.5,0,1,0,1995,Angela Bassett,3,0,1,0,1995,Allen Payne,4.5,0,1,0,1995,Kadeem Hardison,6,0,1,0,1995,John Witherspoon,7.5,0,1,0,1995,Zakes Mokae,9,0,1,0
2008,John Malkovich,1.5,0,1,0,2008,Colin Hanks,3,0,1,0,2008,Emily Blunt,4.5,0,1,0,2008,Ricky Jay,6,0,1,0,2008,Steve Zahn,7.5,0,1,0,2008,Tom Hanks,9,0,1,0
2009,Allison Miller,1.5,0,1,0,2009,Jun Ji-hyun,3,0,1,0,2009,Koyuki,4.5,0,1,0,2009,Liam Cunningham,6,0,1,0,2009,J. J. Feild,7.5,0,1,0,2009,Yasuaki Kurata,9,0,1,0
2006,Alan Rickman,1.5,0,1,0,2006,Sigourney Weaver,3,0,1,0,2006,Carrie-Anne Moss,4.5,0,1,0,2006,Emily Hampshire,6,0,1,0,2006,James Allodi,7.5,0,1,0,2006,Janet van de Graaf,9,0,1,0
2016,Ahmed Helmy,1.5,0,1,0,2016,Donia Samir Ghanem,3,0,1,0,2016,Full Cast & Crew,4.5,0,1,0,2016,,6,0,1,0,2016,,7.5,0,1,0,2016,,9,0,1,0
2007,Kenny Ausubel,1.5,0,1,0,2007,Janine Benyus,3,0,1,0,2007,Sylvia Earle,4.5,0,1,0,2007,Gloria Flora,6,0,1,0,2007,Michel Gelobter,7.5,0,1,0,2007,Stephen Hawking,9,0,1,0
2005,Felicity Huffman,2,0,0,1,2005,Kevin Zegers,4,0,0,1,2005,Elizabeth PeÌ±a,6,0,0,1,2005,Danny Burstein,8,0,0,1,2005,Maurice Orozco,10,0,0,1,2005,Graham Greene,12,0,0,1
1991,Tom Courtenay,1.5,0,1,0,1991,Freddie Jones,3,0,1,0,1991,Brigitte Fossey,4.5,0,1,0,1991,Ingrid Held,6,0,1,0,1991,Full Cast & Crew,7.5,0,1,0,1991,,9,0,1,0
2000,Romane Bohringer,1.5,0,1,0,2000,David Calder,3,0,1,0,2000,Jennifer Jason Leigh,4.5,0,1,0,2000,David Bradley,6,0,1,0,2000,Brion James,7.5,0,1,0,2000,Miles Anderson,9,0,1,0
1992,Kim Basinger,1.5,0,1,0,1992,Gabriel Byrne,3,0,1,0,1992,Brad Pitt,4.5,0,1,0,1992,Michele Abrams,6,0,1,0,1992,Deirdre O'Connell,7.5,0,1,0,1992,Janni Brenn,9,0,1,0
1988,Michael Caine,1.5,0,1,0,1988,Armand Assante,3,0,1,0,1988,Ray McAnally,4.5,0,1,0,1988,Lewis Collins,6,0,1,0,1988,Ken Bones,7.5,0,1,0,1988,Susan George,9,0,1,0
1971,Woody Allen,1.5,0,1,0,1971,Louise Lasser,3,0,1,0,1971,Carlos MontalbÌÁn,4.5,0,1,0,1971,Nati Abascal,6,0,1,0,1971,Jacobo Morales,7.5,0,1,0,1971,Miguel ÌÅngel SuÌÁrez,9,0,1,0
2005,Michael Showalter,1.5,0,1,0,2005,Elizabeth Banks,3,0,1,0,2005,Michelle Williams,4.5,0,1,0,2005,Justin Theroux,6,0,1,0,2005,Zak Orth,7.5,0,1,0,2005,Michael Ian Black,9,0,1,0
1951,Robert Taylor,1.5,0,1,0,1951,Deborah Kerr,3,0,1,0,1951,Leo Genn,4.5,0,1,0,1951,Peter Ustinov,6,0,1,0,1951,Patricia Laffan,7.5,0,1,0,1951,Finlay Currie,9,0,1,0
2014,Noel Clarke,1.5,0,1,0,2014,Philip Desmeules,3,0,1,0,2014,Duncan Casey,4.5,0,1,0,2014,Lee Charles,6,0,1,0,2014,Jordan Long,7.5,0,1,0,2014,Allistair McNab,9,0,1,0
2009,Simon Baker,1.5,0,1,0,2009,Paz Vega,3,0,1,0,2009,ChloÌÇ Grace Moretz,4.5,0,1,0,2009,Claire Forlani,6,0,1,0,2009,Michael DeLorenzo,7.5,0,1,0,2009,Ken Davitian,9,0,1,0
2008,Robert Patrick,1.5,0,1,0,2008,Jessica Lowndes,3,0,1,0,2008,Jenette Goldstein,4.5,0,1,0,2008,Michael Bowen,6,0,1,0,2008,Robert LaSardo,7.5,0,1,0,2008,Ross Kohn,9,0,1,0
2012,Bella Heathcote,1.5,0,1,0,2012,Jack Huston,3,0,1,0,2012,Dominique McElligott,4.5,0,1,0,2012,Brad Garrett,6,0,1,0,2012,Christopher McDonald,7.5,0,1,0,2012,Julia Garner,9,0,1,0
2011,Will Sasso,1.5,0,1,0,2011,Rip Torn,3,0,1,0,2011,Kristanna Loken,4.5,0,1,0,2011,Ian Ziering,6,0,1,0,2011,Sophie Monk,7.5,0,1,0,2011,Tony Cox,9,0,1,0
1985,Gary Busey,1.5,0,1,0,1985,Everett McGill,3,0,1,0,1985,Corey Haim,4.5,0,1,0,1985,Megan Follows,6,0,1,0,1985,Terry O'Quinn,7.5,0,1,0,1985,James Gammon,9,0,1,0
2009,Shane West,1.5,0,1,0,2009,Edward Burns,3,0,1,0,2009,Ving Rhames,4.5,0,1,0,2009,Martin Sheen,6,0,1,0,2009,Steven Elder,7.5,0,1,0,2009,Sandra De Sousa,9,0,1,0
2015,Lily Tomlin,2,0,0,1,2015,Julia Garner,4,0,0,1,2015,Marcia Gay Harden,6,0,0,1,2015,Judy Greer,8,0,0,1,2015,Laverne Cox,10,0,0,1,2015,Elizabeth PeÌ±a,12,0,0,1
2006,Kim Basinger,1.5,0,1,0,2006,Kelsey Grammer,3,0,1,0,2006,Forest Whitaker,4.5,0,1,0,2006,Ray Liotta,6,0,1,0,2006,Jay Mohr,7.5,0,1,0,2006,Tim Roth,9,0,1,0
2014,Ed Speleers,2,0,0,1,2014,Will Poulter,4,0,0,1,2014,Alfie Allen,6,0,0,1,2014,Sebastian de Souza,8,0,0,1,2014,Emma Rigby,10,0,0,1,2014,Thomas Kretschmann,12,0,0,1
2016,Login to Edit Cast & Crew,1.5,0,1,0,2016,,3,0,1,0,2016,,4.5,0,1,0,2016,,6,0,1,0,2016,,7.5,0,1,0,2016,,9,0,1,0
2014,ZsÌ_fia Psotta,2,0,0,1,2014,SÌÁndor ZsÌ_tÌ©r,4,0,0,1,2014,Lili HorvÌÁth,6,0,0,1,2014,Szabolcs ThurÌ_czy,8,0,0,1,2014,Lili Monori,10,0,0,1,2014,Gergely BÌÁnki,12,0,0,1
2016,Magnus Carlsen,1.5,0,1,0,2016,Full Cast & Crew,3,0,1,0,2016,,4.5,0,1,0,2016,,6,0,1,0,2016,,7.5,0,1,0,2016,,9,0,1,0
2001,Natasha Henstridge,1.5,0,1,0,2001,Ice Cube,3,0,1,0,2001,Jason Statham,4.5,0,1,0,2001,Clea DuVall,6,0,1,0,2001,Pam Grier,7.5,0,1,0,2001,Joanna Cassidy,9,0,1,0
2011,Kazunari Ninomiya,1.5,0,1,0,2011,Ken'ichi Matsuyama,3,0,1,0,2011,Yuriko Yoshitaka,4.5,0,1,0,2011,Kanata Hongo,6,0,1,0,2011,Natsuna Watanabe,7.5,0,1,0,2011,Ayumi Ito,9,0,1,0
2016,AdÌ¬le Exarchopoulos,1.5,0,1,0,2016,AdÌ¬le Haenel,3,0,1,0,2016,SolÌ¬ne Rigot,4.5,0,1,0,2016,Gemma Arterton,6,0,1,0,2016,Jalil Lespert,7.5,0,1,0,2016,Sergi LÌ_pez,9,0,1,0
2010,Juno Temple,2,0,0,1,2010,Jeremy Dozier,4,0,0,1,2010,Milla Jovovich,6,0,0,1,2010,Mary Steenburgen,8,0,0,1,2010,Dwight Yoakam,10,0,0,1,2010,William H. Macy,12,0,0,1
2012,Mario Van Peebles,1.5,0,1,0,2012,Carl Weathers,3,0,1,0,2012,Johanna Watts,4.5,0,1,0,2012,Nikki McCauley,6,0,1,0,2012,Devin McGee,7.5,0,1,0,2012,Mandela Van Peebles,9,0,1,0
2014,Manny Pacquiao,1.5,0,1,0,2014,Jinkee Pacquiao,3,0,1,0,2014,Freddie Roach,4.5,0,1,0,2014,Liam Neeson,6,0,1,0,2014,Jimmy Kimmel,7.5,0,1,0,2014,Jeremy Piven,9,0,1,0
2007,Patton Oswalt,1.5,0,1,0,2007,Peter Sohn,3,0,1,0,2007,Lou Romano,4.5,0,1,0,2007,Sigmund Vik,6,0,1,0,2007,Jim Capobianco,7.5,0,1,0,2007,Tony Russel,9,0,1,0
2012,Leven Rambin,1.5,0,1,0,2012,Gerard Butler,3,0,1,0,2012,Elisabeth Shue,4.5,0,1,0,2012,Abigail Spencer,6,0,1,0,2012,Scott Eastwood,7.5,0,1,0,2012,Taylor Handley,9,0,1,0
2014,Nils Verkooijen,1.5,0,1,0,2014,Loek Peters,3,0,1,0,2014,Maas Bronkhuyzen,4.5,0,1,0,2014,Eva Duijvestein,6,0,1,0,2014,Pippa Allen,7.5,0,1,0,2014,Joes Brauers,9,0,1,0
1999,Emily Watson,2,0,0,1,1999,Robert Carlyle,4,0,0,1,1999,Joe Breen,6,0,0,1,1999,Michael Legge,8,0,0,1,1999,Ciaran Owens,10,0,0,1,1999,J.J. Murphy,12,0,0,1
2007,Jonathan LaPaglia,1.5,0,1,0,2007,Larry Drake,3,0,1,0,2007,Amber Benson,4.5,0,1,0,2007,Andrew Pleavin,6,0,1,0,2007,Douglas Roberts,7.5,0,1,0,2007,Ashley Artus,9,0,1,0
1969,Jane Fonda,1.5,0,1,0,1969,Michael Sarrazin,3,0,1,0,1969,Susannah York,4.5,0,1,0,1969,Gig Young,6,0,1,0,1969,Red Buttons,7.5,0,1,0,1969,Bonnie Bedelia,9,0,1,0
1947,Maureen O'Hara,1.5,0,1,0,1947,John Payne,3,0,1,0,1947,Edmund Gwenn,4.5,0,1,0,1947,Gene Lockhart,6,0,1,0,1947,Natalie Wood,7.5,0,1,0,1947,Alvin Greenman,9,0,1,0
2016,Eamon Farren,1.5,0,1,0,2016,Bethany Whitmore,3,0,1,0,2016,Harrison Feldman,4.5,0,1,0,2016,Tilda Cobham-Hervey,6,0,1,0,2016,Matthew Whittet,7.5,0,1,0,2016,Amber McMahon,9,0,1,0
2011,Evan Glodell,2,0,0,1,2011,Jessie Wiseman,4,0,0,1,2011,Tyler Dawson,6,0,0,1,2011,Rebekah Brandes,8,0,0,1,2011,Vincent Grashaw,10,0,0,1,2011,Zack Kraus,12,0,0,1
2007,Jane Fonda,1.5,0,1,0,2007,Lindsay Lohan,3,0,1,0,2007,Felicity Huffman,4.5,0,1,0,2007,Dermot Mulroney,6,0,1,0,2007,Cary Elwes,7.5,0,1,0,2007,Garrett Hedlund,9,0,1,0
2002,Jamie Bell,1.5,0,1,0,2002,RÌ_aidhrÌ_ Conroy,3,0,1,0,2002,Mike Downey,4.5,0,1,0,2002,Laurence Fox,6,0,1,0,2002,Roman Horak,7.5,0,1,0,2002,Dean Lennox Kelly,9,0,1,0
2004,Robert Downey Jr.,1.5,0,1,0,2004,Alan Arkin,3,0,1,0,2004,Ele Keats,4.5,0,1,0,2004,Christopher Buchholz,6,0,1,0,2004,Regina Nemni,7.5,0,1,0,2004,Gong Li,9,0,1,0
1995,Patricia Wettig,1.5,0,1,0,1995,Dean Stockwell,3,0,1,0,1995,David Morse,4.5,0,1,0,1995,Mark Lindsay Chapman,6,0,1,0,1995,Frankie Faison,7.5,0,1,0,1995,Baxter Harris,9,0,1,0
1990,Francesca Neri,1.5,0,1,0,1990,ÌÒscar Ladoire,3,0,1,0,1990,MarÌ_a Barranco,4.5,0,1,0,1990,Fernando GuillÌ©n Cuervo,6,0,1,0,1990,Rosana Pastor,7.5,0,1,0,1990,Javier Bardem,9,0,1,0
2003,Sarah Polley,1.5,0,1,0,2003,Amanda Plummer,3,0,1,0,2003,Scott Speedman,4.5,0,1,0,2003,Leonor Watling,6,0,1,0,2003,Deborah Harry,7.5,0,1,0,2003,Mark Ruffalo,9,0,1,0
2015,Maria Bello,2,0,0,1,2015,Frank Grillo,4,0,0,1,2015,Cody Horn,6,0,0,1,2015,Dustin Milligan,8,0,0,1,2015,Megan Park,10,0,0,1,2015,Scott Mechlowicz,12,0,0,1
2009,Eddie Murphy,1,1,0,0,2009,Thomas Haden Church,2,1,0,0,2009,Yara Shahidi,3,1,0,0,2009,Ronny Cox,4,1,0,0,2009,Stephen Rannazzisi,5,1,0,0,2009,Nicole Ari Parker,6,1,0,0
2016,Marilou Berry,1.5,0,1,0,2016,Mehdi Nebbou,3,0,1,0,2016,Medi Sadoun,4.5,0,1,0,2016,Sarah Suco,6,0,1,0,2016,Vanessa Guide,7.5,0,1,0,2016,Cyril GueÌø,9,0,1,0
1959,Peter Cushing,1.5,0,1,0,1959,AndrÌ© Morell,3,0,1,0,1959,Christopher Lee,4.5,0,1,0,1959,Marla Landi,6,0,1,0,1959,David Oxley,7.5,0,1,0,1959,Francis de Wolff,9,0,1,0
2014,Jason Momoa,1.5,0,1,0,2014,Robert Homer Mollohan,3,0,1,0,2014,Lisa Bonet,4.5,0,1,0,2014,Michael Raymond-James,6,0,1,0,2014,Chris Browning,7.5,0,1,0,2014,Timothy V. Murphy,9,0,1,0
1994,Charlie Sheen,1.5,0,1,0,1994,Tom Berenger,3,0,1,0,1994,Corbin Bernsen,4.5,0,1,0,1994,Dennis Haysbert,6,0,1,0,1994,James Gammon,7.5,0,1,0,1994,Omar Epps,9,0,1,0
1990,Natasha Richardson,1.5,0,1,0,1990,Faye Dunaway,3,0,1,0,1990,Robert Duvall,4.5,0,1,0,1990,Aidan Quinn,6,0,1,0,1990,Elizabeth McGovern,7.5,0,1,0,1990,Victoria Tennant,9,0,1,0
1981,Ove SprogÌüe,1.5,0,1,0,1981,Morten Grunwald,3,0,1,0,1981,Poul Bundgaard,4.5,0,1,0,1981,Kirsten Walther,6,0,1,0,1981,Axel StrÌübye,7.5,0,1,0,1981,Ole Ernst,9,0,1,0
1973,Aleksandr Demyanenko,1.5,0,1,0,1973,Yuriy Yakovlev,3,0,1,0,1973,Leonid Kuravlyov,4.5,0,1,0,1973,Mikhail Pugovkin,6,0,1,0,1973,Vladimir Etush,7.5,0,1,0,1973,Savely Kramarov,9,0,1,0
2012,Alice Taglioni,1.5,0,1,0,2012,Patrick Bruel,3,0,1,0,2012,Marine Delterme,4.5,0,1,0,2012,Louis-Do de Lencquesaing,6,0,1,0,2012,Michel Aumont,7.5,0,1,0,2012,Woody Allen,9,0,1,0
1991,Diego Abatantuono,1.5,0,1,0,1991,Claudio Bigagli,3,0,1,0,1991,Giuseppe Cederna,4.5,0,1,0,1991,Claudio Bisio,6,0,1,0,1991,Gigio Alberti,7.5,0,1,0,1991,Ugo Conti,9,0,1,0
1970,Alain Delon,1.5,0,1,0,1970,Bourvil,3,0,1,0,1970,Gian Maria VolontÌ©,4.5,0,1,0,1970,Yves Montand,6,0,1,0,1970,Paul Crauchet,7.5,0,1,0,1970,AndrÌ© Ekyan,9,0,1,0
1990,Bob Newhart,1,1,0,0,1990,Eva Gabor,2,1,0,0,1990,John Candy,3,1,0,0,1990,Tristan Rogers,4,1,0,0,1990,Adam Ryen,5,1,0,0,1990,George C. Scott,6,1,0,0
2005,Forest Whitaker,1.5,0,1,0,2005,Marcia Gay Harden,3,0,1,0,2005,Donald Sutherland,4.5,0,1,0,2005,Lisa Long,6,0,1,0,2005,"Chris Warren, Jr.",7.5,0,1,0,2005,Amanda Seyfried,9,0,1,0
1983,Erwin Leder,1.5,0,1,0,1983,Robert Hunger-BÌ_hler,3,0,1,0,1983,Silvia Rabenreither,4.5,0,1,0,1983,Karin Springer,6,0,1,0,1983,Edith Rosset,7.5,0,1,0,1983,Josefine Lakatha,9,0,1,0
1986,Assumpta Serna,1.5,0,1,0,1986,Antonio Banderas,3,0,1,0,1986,Nacho MartÌ_nez,4.5,0,1,0,1986,Eva Cobo,6,0,1,0,1986,Julieta Serrano,7.5,0,1,0,1986,Chus Lampreave,9,0,1,0
1948,Roy Rogers,1.5,0,1,0,1948,Dennis Day,3,0,1,0,1948,Freddy Martin,4.5,0,1,0,1948,Frances Langford,6,0,1,0,1948,Sons of the Pioneers,7.5,0,1,0,1948,Fred Waring and His Pennsylvanians,9,0,1,0
2012,Jesse Metzger,2,0,0,1,2012,Ben Jasper,4,0,0,1,2012,Brontez Purnell,6,0,0,1,2012,Keith McDonald,8,0,0,1,2012,Jorge Rodolfo,10,0,0,1,2012,Ferrin Solano,12,0,0,1
2014,Otto Waalkes,1.5,0,1,0,2014,Nina Hagen,3,0,1,0,2014,Mirco Nontschew,4.5,0,1,0,2014,Ralf Schmitz,6,0,1,0,2014,Boris Aljinovic,7.5,0,1,0,2014,Norbert Heisterkamp,9,0,1,0
2007,Ludivine Sagnier,1.5,0,1,0,2007,BenoÌ¨t Magimel,3,0,1,0,2007,FranÌ_ois BerlÌ©and,4.5,0,1,0,2007,Mathilda May,6,0,1,0,2007,Marie Bunel,7.5,0,1,0,2007,Valeria Cavalli,9,0,1,0
1995,Stephen Rea,1.5,0,1,0,1995,Donald Sutherland,3,0,1,0,1995,Max von Sydow,4.5,0,1,0,1995,Jeffrey DeMunn,6,0,1,0,1995,Joss Ackland,7.5,0,1,0,1995,John Wood,9,0,1,0
2011,Anna Paquin,1.5,0,1,0,2011,Matt Damon,3,0,1,0,2011,Mark Ruffalo,4.5,0,1,0,2011,Matthew Broderick,6,0,1,0,2011,Jeannie Berlin,7.5,0,1,0,2011,Jean Reno,9,0,1,0
2014,Annabel Scholey,1.5,0,1,0,2014,Hannah Arterton,3,0,1,0,2014,Giulio Berruti,4.5,0,1,0,2014,Greg Wise,6,0,1,0,2014,Katy Brand,7.5,0,1,0,2014,Leona Lewis,9,0,1,0
2013,Andrew Scott,2,0,0,1,2013,Hugh O'Conor,4,0,0,1,2013,Peter McDonald,6,0,0,1,2013,Brian Gleeson,8,0,0,1,2013,Michael Legge,10,0,0,1,2013,Andrew Bennett,12,0,0,1
2000,Kate Hudson,1.5,0,1,0,2000,Frances O'Connor,3,0,1,0,2000,Tommy Tiernan,4.5,0,1,0,2000,Stuart Townsend,6,0,1,0,2000,Cathleen Bradley,7.5,0,1,0,2000,Brendan Dempsey,9,0,1,0
2013,Steve Austin,1.5,0,1,0,2013,Dolph Lundgren,3,0,1,0,2013,Darren Shahlavi,4.5,0,1,0,2013,Monique Ganderton,6,0,1,0,2013,Jerry Trimble,7.5,0,1,0,2013,Michael Daingerfield,9,0,1,0
