studio,genres,num_voted_users,num_user_for_reviews,imdb_score,aspect_ratio,movie_facebook_likes,Type,Year,Runtime,Budget,budget.diff,Revenue,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6
Fox,Action,194249,253,6.9,1.85,0,PG,2006,91,80000000,42105274.32,660940780,4,2,4,2,2,2
PDW,Action,182718,209,7.3,2.35,20000,PG,2011,91,150000000,110750896.7,665692281,2,3,2,1,2,2
LGF,Adventure,701607,1959,7.3,2.35,140000,PG13,2012,142,75000000,32417764.86,691210692,2,3,2,4,2,4
Sony,Action,270207,606,6.1,1.85,2000,PG13,2002,88,140000000,98955704.27,441818803,2,2,2,2,3,2
FD,Action,203154,698,6.5,2.35,45000,R,2013,120,70000000,25795466.71,161025640,2,2,2,2,1,4
FoxS,Drama,551363,1140,8,2.35,106000,R,2010,108,13000000,-30423745.41,327803731,2,3,4,4,2,5
Orion,Action,172489,376,7.7,2.35,0,R,1982,93,15000000,816666.67,125212904,1,3,4,2,5,5
DW,Adventure,467113,945,7.9,1.85,0,PG,2001,90,60000000,17363337.62,484409218,2,3,2,4,2,4
Focus,Biography,326494,340,8,2.35,65000,R,2013,117,5000000,-39204533.29,55198285,2,1,2,2,2,5
Sony,Action,451803,1225,7,2.35,56000,PG13,2012,136,215000000,172417764.9,752215857,2,4,2,4,2,4
WBNL,Action,85323,212,5.8,1.85,0,PG,2008,93,45000000,4036490.17,101702060,2,3,4,2,3,4
SGem,Comedy,600996,726,8.3,1.85,27000,R,2000,103,10000000,-34777522.94,83557872,1,2,3,2,2,3
WB,Action,215255,610,7,1.85,0,PG13,1992,126,80000000,58183266.07,280000000,2,3,2,2,4,4
BV,Adventure,101178,779,6,2.39,90000,PG,2014,125,50000000,8357932.39,212902372,2,4,2,4,2,2
SGem,Fantasy,107028,457,6,2.35,44000,PG13,2013,130,60000000,15795466.71,90565421,2,3,2,4,2,2
BV,Crime,90938,271,6.5,2.35,0,PG13,2006,104,12000000,-25894725.68,114194847,1,4,4,2,5,5
Sony,Adventure,386217,553,7.7,2.35,26000,R,2009,88,23600000,-16701245.04,102391382,2,2,1,4,1,2
Uni.,Comedy,94241,309,6.3,2.35,25000,R,2015,125,35000000,-7177171.7,140795793,4,2,2,4,4,2
STX,Comedy,4654,46,6.7,0,18000,R,2016,101,20000000,-38895023.74,109387615,2,3,2,2,2,5
Par.,Action,242188,1426,6.1,2.35,0,PG13,2000,123,125000000,80222477.06,546388105,2,3,4,4,4,4
Fox,Action,238671,461,6.3,2.35,63000,PG13,2012,91,45000000,2417764.86,376141306,2,2,2,4,4,4
Fox,Drama,63390,160,6.4,2.35,0,PG13,2015,109,12000000,-30177171.7,85512300,1,1,1,2,5,5
ORF,Biography,195333,409,8.1,1.85,80000,R,2015,128,20000000,-22177171.7,88346473,2,3,2,4,5,5
MGM,Adventure,427357,1736,8.3,2.2,24000,G,1968,149,12000000,6324888.889,56715371,4,3,4,4,4,4
Fox,Action,520104,3286,7.6,2.35,10000,PG13,2005,140,113000000,72231497.34,850000000,2,2,2,2,4,4
BV,Adventure,273556,428,7.2,2.35,39000,PG,2012,93,185000000,142417764.9,538983207,2,2,2,5,2,2
FoxA,Drama,212167,713,7,1.85,0,R,2007,100,15000000,-24384502.9,64238440,1,3,2,4,5,5
NL,Action,265818,213,6.9,1.85,0,PG13,1994,101,23000000,-5472296.88,351583407,2,2,4,5,5,5
WB,Comedy,61935,242,6.7,1.85,18000,R,2014,148,20000000,-21642067.61,11110975,2,3,1,1,2,2
Sum.,Mystery,379462,571,7.5,1.85,56000,PG13,2011,93,32000000,-7249103.35,147332697,2,2,2,2,5,5
Uni.,Action,326286,643,6.8,2.35,0,PG13,2008,114,150000000,109036490.2,163712074,2,3,2,2,2,2
Sony,Adventure,47968,154,6.4,2.35,35000,PG,2015,103,58000000,15822828.3,150170815,2,3,2,3,4,4
UA,Drama,375240,542,8.1,1.33,0,PG,1976,119,1100000,-6435262.5,117235147,3,3,3,4,3,3
WB,Comedy,583341,626,7.8,2.35,24000,R,2009,100,35000000,-5301245.04,459270619,1,3,4,2,2,5
Gram.,Comedy,537419,1028,8.2,1.85,35000,R,1998,117,15000000,-28592584.27,27739163,2,2,2,2,5,4
Uni.,Action,211765,546,6.7,2.35,17000,PG13,2010,140,200000000,156576254.6,310669540,2,2,2,4,3,2
Uni.,Biography,119928,331,7.9,2.35,76000,R,2015,147,28000000,-14177171.7,201634991,1,3,4,4,5,5
BV,Comedy,277451,491,8,1.85,23000,PG,1989,129,16400000,-2266469.65,235860116,2,2,4,2,5,5
TriS,Adventure,77394,195,7.4,2.35,24000,PG,2015,123,35000000,-7177171.7,61181942,2,2,2,4,2,4
CBS,Action,117999,181,6.6,2.35,16000,R,2011,93,40000000,750896.65,51070807,2,3,2,2,2,2
Par.,Action,515306,477,8.3,2.35,0,PG13,1989,127,48000000,29333530.35,474171806,2,2,2,3,2,2
Mira.,Crime,664719,931,8.4,2.35,19000,R,1992,99,1200000,-20616733.93,14661007,2,2,4,3,3,3
SPC,Drama,16645,72,6.9,2.35,0,R,2015,102,2000000,-40177171.7,1477002,4,2,3,2,3,3
BV,Adventure,235025,265,7.3,1.85,44000,G,2013,104,200000000,155795466.7,743559607,2,5,2,3,2,4
Par.,Crime,219008,418,7.9,2.35,0,R,1987,119,25000000,11839999.87,76270454,2,3,2,2,4,4
Par.,Adventure,34359,133,6,1.85,16000,PG,2015,93,74000000,31822828.3,311594032,2,3,4,2,4,2
BV,Drama,704766,2073,8.1,1.85,14000,PG13,1999,107,40000000,-2518279.65,672806292,2,1,1,4,5,5
WB,Action,128455,514,8,2.35,0,PG,1999,86,70000000,27481720.35,23159305,2,3,2,2,2,2
MGM,Action,169914,1185,6.1,2.35,0,PG13,2002,133,140000000,98955704.27,431971116,2,2,4,2,4,4
Fox,Action,399651,1331,7.7,2.35,0,PG13,2002,145,102000000,60955704.27,358372926,2,2,4,2,2,2
Sony,Crime,358416,751,7.3,2.35,63000,R,2013,138,40000000,-4204533.29,251171807,2,3,2,4,2,4
NL,Drama,396396,1111,7.9,2.35,57000,PG13,2004,123,29000000,-14358824.19,115603229,2,3,4,2,2,5
Par.,Action,226570,448,7,2.35,38000,PG13,2012,130,60000000,17417764.86,218340595,2,2,2,4,2,4
WB,Adventure,385670,1896,7.6,2.35,0,PG13,2005,157,150000000,109231497.3,895921036,2,2,2,2,2,2
Uni.,Action,229823,504,6.7,2.35,31000,PG13,2012,120,130000000,87417764.86,276572938,2,3,2,2,2,4
WB,Action,190786,539,5.4,1.85,0,PG13,1995,121,100000000,67973544.18,336529144,2,2,2,4,2,4
Dim.,Crime,656640,1732,8.1,1.85,13000,R,2005,124,40000000,-768502.66,158733820,2,2,1,4,2,3
Sony,Action,343648,590,6.4,2.35,0,PG13,2008,92,150000000,109036490.2,624029371,2,2,2,2,2,4
BV,Adventure,272534,345,7.8,2.35,40000,PG,2012,108,165000000,122417764.9,471222889,2,4,4,2,4,2
Sony,Drama,216032,640,7.4,1.85,39000,R,2012,157,40000000,-2582235.14,132820716,1,2,2,4,4,2
Sony,Action,23473,123,4.4,1.85,8000,PG,2015,94,30000000,-12177171.7,107275897,2,3,3,2,2,4
BV,Adventure,385871,515,7.9,1.85,0,G,1999,92,90000000,47481720.35,485015179,2,2,4,2,2,2
Focus,Drama,666937,1514,8.3,1.85,52000,R,2004,108,20000000,-23358824.19,72258126,2,3,2,1,2,2
Uni.,Comedy,213898,250,7.2,1.85,36000,PG13,2012,112,17000000,-25582235.14,115350426,2,3,4,3,5,3
WB,Crime,402645,845,7.8,2.35,0,PG13,2001,116,85000000,42363337.62,450717150,2,2,2,1,2,2
Focus,Horror,20837,127,4.8,1.85,10000,PG13,2016,95,10000000,-48895023.74,30894815,2,3,4,1,5,5
Par.,Drama,264047,491,7.3,2.35,64000,R,2012,138,31000000,-11582235.14,161772375,2,2,2,2,2,3
WB,Action,421818,2789,7.2,2.35,0,R,2003,138,150000000,105940108,738599701,2,2,2,2,4,4
Fox,Adventure,145321,139,6.6,2.35,14000,PG,2012,88,95000000,52417764.86,877244782,2,3,2,2,2,2
PDW,Adventure,138661,173,6.4,2.35,0,PG,2010,93,165000000,121576254.6,752600867,2,3,2,4,4,2
UA,Action,139432,418,7.8,1.37,0,Approved,1964,110,3500000,-406895.125,124900000,2,3,3,4,5,5
SGem,Action,156225,502,6.8,2.35,0,R,2006,106,50000000,12105274.32,111340801,2,3,4,4,2,2
Uni.,Adventure,412454,962,8,2.35,21000,PG,1975,124,7000000,2700000,470654000,4,3,2,4,4,4
Sony,Animation,152601,156,7,2.35,0,PG,2009,90,100000000,59698754.96,242988466,2,3,4,1,2,2
Uni.,Biography,93548,307,7.2,2.35,23000,R,2015,122,30000000,-12177171.7,34441873,2,3,2,2,2,5
Fox,Action,166791,132,7,1.85,0,PG,2009,94,90000000,49698754.96,886686817,4,2,4,1,2,4
TriS,Action,428916,667,7.4,2.35,75000,R,2012,118,30000000,-12582235.14,47042000,2,2,2,2,5,5
Fox,Adventure,86627,204,5.9,2.35,28000,PG,2013,106,90000000,45795466.71,174578751,2,3,4,2,2,4
Sony,Mystery,314253,1966,6.6,2.35,0,PG13,2006,149,125000000,87105274.32,758239851,2,3,2,2,2,2
BV,Action,322395,1171,6.6,2.35,11000,PG13,1998,151,140000000,96407415.73,553799566,2,2,2,2,2,2
WB,Crime,873649,2054,8.5,2.35,29000,R,2006,151,90000000,52105274.32,289847354,2,2,4,2,4,2
DW,Adventure,132415,288,6,1.85,0,PG,2004,90,75000000,31641175.81,367275019,2,2,3,2,2,4
WB,Crime,284852,627,6.4,2.35,0,PG13,2004,125,110000000,66641175.81,362744280,2,2,2,5,3,2
Uni.,Comedy,218711,485,6.8,2.35,27000,R,2011,125,32500000,-6749103.35,288383523,2,5,2,4,5,5
Fox,Action,237248,460,6.8,2.35,0,PG13,2002,92,21000000,-20044295.73,43928932,2,3,3,4,5,5
Uni.,Comedy,16984,96,5.3,1.85,0,R,2016,91,29000000,-29895023.74,78636257,2,3,2,3,2,4
Sony,Mystery,207839,435,6.7,2.35,0,PG13,2009,138,150000000,109698755,356613439,2,2,2,2,2,2
LGS,Action,184561,554,6.7,2.35,123000,PG13,2013,114,110000000,65795466.71,125537191,2,2,4,4,2,2
WB,Adventure,321795,973,7.5,2.35,10000,PG,2009,153,250000000,209698755,933959197,2,2,2,1,2,2
Uni.,Biography,87682,174,7,2.35,43000,R,2015,131,25000000,-17177171.7,42972994,2,3,1,2,5,5
UA,Action,69457,271,6.7,2.35,0,PG,1987,130,40000000,26839999.87,191185897,4,3,3,4,2,4
WBNL,Adventure,66123,219,6.1,2.35,28000,R,2015,99,31000000,-11177171.7,104384188,2,2,4,4,2,5
Uni.,Action,156898,172,6.7,2.35,22000,R,2013,109,61000000,16795466.71,131940411,2,2,2,1,4,2
FoxS,Drama,73249,212,7.5,1.85,36000,PG13,2015,111,11000000,-31177171.7,62076141,2,3,1,4,5,5
WB,Crime,782610,1377,8.5,1.85,30000,R,1999,189,60000000,17481720.35,284600000,2,3,1,3,2,5
Par.,Animation,31489,140,7.3,2.35,0,R,2015,90,8000000,-34177171.7,3759286,2,1,1,4,0,0
Uni.,Horror,65299,455,6.2,1.85,27000,PG13,2015,94,5000000,-37177171.7,98450062,1,1,2,2,3,3
Uni.,Action,200647,384,7,2.35,24000,PG13,2014,106,50000000,8357932.39,222809600,2,2,2,2,3,3
Uni.,Action,248045,890,6.3,2.35,0,PG13,2001,130,98000000,55363337.62,433013274,2,3,2,4,3,3
Orion,Drama,291603,505,8.1,1.85,9000,R,1986,120,6000000,-6982983.53,138530565,1,3,2,4,3,3
WB,Drama,172707,462,6.3,2.35,37000,PG13,2014,119,100000000,58357932.39,103039258,2,2,2,2,3,3
WB,Biography,452465,695,7.7,2.35,89000,R,2012,120,44500000,1917764.86,232324128,2,2,2,2,3,3
Uni.,Comedy,97045,285,5.7,1.85,55000,PG13,2014,110,40000000,-1642067.61,169837010,2,3,4,4,3,3
NL,Biography,198066,426,7.6,2.35,13000,R,2001,124,53000000,10363337.62,83282296,2,3,4,4,3,3
Fox,Action,336235,782,7.2,2.35,0,PG13,2007,128,110000000,70615497.1,383531464,2,3,2,2,3,3
Par.,Action,285623,497,7,2.35,0,PG13,2003,111,60000000,15940108.04,176070171,2,2,2,2,3,3
DW,Biography,525801,667,8,1.85,15000,PG13,2002,141,52000000,10955704.27,352114312,2,2,2,5,3,3
Lions,Action,124242,622,6.5,2.35,4000,R,2004,124,33000000,-10358824.19,54700105,2,2,2,2,3,3
Sony,Drama,232710,599,7.7,2.35,26000,PG13,2008,123,55000000,14036490.17,168167691,2,2,4,4,3,3
Fox,Action,464310,3516,6.7,1.78,0,PG,2002,142,120000000,78955704.27,649398328,2,2,2,4,3,3
DW,Adventure,314630,483,7.2,1.85,0,PG,2004,93,150000000,106641175.8,919838758,2,2,2,4,3,3
Fox,Adventure,394317,1051,7.7,1.85,23000,PG13,2000,143,90000000,45222477.06,429632142,2,1,2,2,3,3
Sony,Comedy,172878,203,6.4,1.85,19000,PG13,2011,117,80000000,40750896.65,214918407,2,2,2,2,3,3
BV,Action,255447,692,6.9,2.35,0,PG,2004,131,100000000,56641175.81,347451894,2,2,2,2,3,3
LGF,Action,246803,474,6.7,2.35,108000,R,2012,103,100000000,57417764.86,312573423,2,3,2,2,3,3
UA,Action,75280,267,6.9,2.35,0,Approved,1967,117,9500000,-8461538.46,111584787,2,3,4,2,3,3
MGM,Action,68565,300,6.3,2.35,0,PG,1985,131,30000000,16306167.45,152427960,2,2,2,4,3,3
Focus,Biography,265507,388,7.7,2.35,90000,PG13,2014,123,15000000,-26642067.61,121201940,2,2,1,2,3,3
WB,Action,71782,161,7,1.85,27000,PG13,2015,122,100000000,57822828.3,93820758,2,5,2,2,3,3
LGS,Action,177653,279,6.7,2.35,34000,R,2013,115,50000000,5795466.71,122915111,2,3,4,4,3,3
BV,Adventure,146766,178,6.9,1.85,0,PG,2008,96,150000000,109036490.2,309979994,2,3,4,2,3,3
Uni.,Action,387436,892,7,2.35,71000,PG13,2013,126,120000000,75795466.71,286168572,2,2,2,4,3,3
Par.,Action,296787,2192,7,1.85,0,PG13,2008,85,25000000,-15963509.83,170764026,4,3,4,2,3,3
BV,Adventure,544884,733,8.3,1.85,30000,G,2010,103,200000000,156576254.6,1063171911,2,2,4,3,3,3
NM,Drama,580999,2110,8.1,2.35,33000,R,2001,113,6000000,-36636662.38,1270522,2,3,2,2,3,3
Par.,Action,300542,378,7.1,2.35,0,PG13,1996,110,80000000,45010939.14,457696359,2,2,3,2,3,3
Mira.,Crime,612060,1518,8.1,2.35,21000,R,2007,122,25000000,-14384502.9,171600000,2,3,2,1,3,3
Atwentyfour,Action,45799,180,7,2.35,0,R,2014,125,20000000,-21642067.61,12007070,2,3,4,4,3,3
Par.,Action,102747,316,5.5,2.35,0,PG13,2003,117,95000000,50940108.04,156505388,2,3,2,1,3,3
Col.,Crime,507063,881,8.3,1.85,35000,R,1976,113,1300000,-6235262.5,28262574,2,3,4,2,3,3
Fox,Action,304318,463,6.7,2.35,52000,PG13,2011,109,40000000,750896.65,173930596,2,3,2,2,3,3
TriS,Action,117606,217,6.4,2.35,0,R,1985,96,44000000,30306167.45,300400432,2,3,4,2,3,3
Par.,Action,200022,1240,5.8,1.85,71000,PG13,2014,139,125000000,83357932.39,362637473,2,3,2,2,3,3
Mira.,Crime,219091,592,7.3,1.85,12000,R,1996,108,19000000,-15989060.86,25836616,1,3,1,2,3,3
Focus,Action,111117,245,7.1,1.85,13000,PG13,2009,79,30000000,-10301245.04,48428063,2,2,2,2,3,3
SonR,Action,244566,597,6.8,1.85,0,PG13,2004,122,66000000,22641175.81,99318987,2,3,4,4,3,3
Sony,Biography,323353,527,7.9,2.35,65000,PG13,2013,134,55000000,10795466.71,95000000,2,2,2,2,3,3
Sony,Animation,164148,168,7.1,1.85,28000,PG,2012,91,85000000,42417764.86,358375603,2,2,4,4,3,3
Sony,Biography,479453,696,7.7,2.35,74000,PG13,2010,120,40000000,-3423745.41,224920315,2,3,2,2,3,3
WB,Crime,383591,620,8.1,1.85,86000,R,2013,153,46000000,1795466.71,122126687,2,2,2,4,3,3
Par.,Crime,301279,589,7.7,2.35,12000,R,2007,157,65000000,25615497.1,84785914,2,2,2,2,3,3
SGem,Action,23775,134,5.8,2.35,73000,PG13,2016,108,28000000,-30895023.74,16374328,1,2,1,2,3,3
WB,Action,174248,263,7.1,2.35,0,R,2008,128,70000000,29036490.17,113280098,2,2,4,2,3,3
BV,Action,254111,1999,6.1,2.35,0,PG13,2001,183,140000000,97363337.62,449220945,2,3,2,2,3,3
Sony,Action,258186,322,7.1,2.35,24000,R,2014,112,50000000,8357932.39,188441614,2,2,2,2,3,3
Fox,Drama,28618,91,6,2.35,11000,PG13,2015,109,40000000,-2177171.7,34227298,2,2,2,2,3,3
SonR,Drama,292022,1103,7.7,2.35,10000,R,2001,144,92000000,49363337.62,172989651,2,2,2,4,3,3
Fox,Adventure,27918,155,7.2,1.85,33000,G,2015,88,99000000,56822828.3,246233113,4,3,4,2,3,3
WB,Crime,256928,288,6.9,2.35,0,PG13,2007,122,85000000,45615497.1,311312624,2,2,2,2,3,3
Fox,Adventure,150618,195,7.3,2.35,28000,PG,2013,98,135000000,90795466.71,585178928,2,4,2,2,3,3
Uni.,Action,166610,211,6.4,2.35,0,R,2008,105,45000000,4036490.17,73762516,2,4,2,4,3,3
LGS,Drama,45394,72,6.5,2.35,19000,PG13,2012,99,33000000,-9582235.14,140470746,1,3,2,2,3,3
Sum.,Adventure,184637,498,4.9,2.35,29000,PG13,2010,124,68000000,24576254.59,698491347,2,5,2,2,3,3
WB,Adventure,381672,1694,7.2,2.35,0,R,2004,163,175000000,131641175.8,497409852,2,2,2,4,3,3
WBNL,Drama,114925,234,7.1,2.35,13000,PG13,2009,107,39000000,-1301245.04,101229792,2,2,4,2,3,3
Uni.,Comedy,74315,259,5.9,2.35,0,R,2004,108,50000000,6641175.81,40203020,3,3,2,4,3,3
BV,Action,188116,415,7.3,2.35,0,R,1998,132,90000000,46407415.73,250649836,2,2,2,4,3,3
Sony,Adventure,350698,816,8,1.37,26000,PG13,2003,125,70000000,25940108.04,122919055,2,3,4,2,3,3
WB,Comedy,272789,285,6.6,2.35,25000,R,2010,95,65000000,21576254.59,211780824,2,2,2,5,3,3
RAtt.,Drama,30219,200,5.6,2.35,22000,PG13,2015,95,4000000,-38177171.7,187112,2,3,2,4,3,3
UA,Action,76477,275,7.1,2.35,0,PG,1977,125,14000000,5909411.765,185438673,2,3,3,4,3,3
NL,Crime,782437,1420,8.6,1.85,35000,R,1998,119,20000000,-23592584.27,23875127,2,3,1,2,3,3
Fox,Action,488537,1076,8.4,1.85,18000,R,1986,137,18500000,5517016.47,131060248,2,3,2,2,3,3
Uni.,Action,299852,713,6.7,2.35,0,R,2008,110,75000000,34036490.17,258270008,2,3,2,4,3,3
WB,Drama,610333,1320,8.4,1.37,37000,R,1980,144,19000000,4932608.7,44017374,4,3,4,4,3,3
MGM,Drama,450676,983,8.5,2.35,19000,R,1979,153,31500000,17352777.78,83471511,4,3,4,2,3,3
ORF,Action,82804,154,6.5,2.35,15000,R,2013,100,22000000,-22204533.29,43058898,2,4,4,2,3,3
Mira.,Crime,314033,1166,7.5,2.35,0,R,2002,167,100000000,58955704.27,193772504,2,4,2,4,3,3
Fox,Adventure,440084,755,8,1.85,122000,PG,2012,127,120000000,77417764.86,609016565,4,3,4,3,3,3
Lions,Crime,357275,1061,7.6,2.35,18000,R,2000,102,7000000,-37777522.94,34266564,2,2,3,2,3,3
WDim.,Adventure,177401,504,7.3,2.35,32000,R,2009,111,32000000,-8301245.04,27635305,2,1,2,2,3,3
WB,Comedy,87165,184,6.5,1.85,12000,PG13,2014,117,40000000,-1642067.61,123494610,2,2,1,4,3,3
Mira.,Comedy,171568,571,6.7,2.35,0,R,2001,97,25000000,-17636662.38,281929795,3,3,2,2,3,3
Par.,Comedy,54010,130,6.1,1.85,13000,PG13,2015,96,50000000,7822828.3,240360392,2,2,2,4,3,3
DW,Drama,822500,2715,8.4,2.35,22000,R,1999,122,15000000,-27518279.65,356296601,2,1,4,2,3,3
Fox,Action,333248,1159,6.4,2.35,19000,PG13,2004,124,125000000,81641175.81,544272402,2,3,4,4,3,3
Sony,Action,343274,742,7.7,2.35,18000,PG13,1997,126,90000000,46931143.78,263920180,2,2,2,4,3,3
Uni.,Biography,103589,351,7.2,2.35,35000,PG13,2014,137,65000000,23357932.39,163442937,2,3,2,3,3,3
Fox,Action,348861,798,6.5,2.35,0,PG13,2005,120,110000000,69231497.34,478207520,2,1,2,4,3,3
UA,Action,74009,317,6.6,2.35,0,PG13,1989,133,32000000,13333530.35,156167015,2,3,2,4,3,3
WB,Drama,561773,871,8.2,2.35,28000,R,2008,116,33000000,-7963509.83,269958228,1,3,4,2,3,3
WB,Adventure,39956,186,5.8,2.35,24000,PG,2015,111,150000000,107822828.3,128388320,4,2,2,2,3,3
Sony,Animation,56501,97,6.7,1.85,16000,PG,2015,89,80000000,37822828.3,466183544,2,3,2,4,3,3
Par.,Action,157016,824,5.7,2.35,0,PG13,2001,100,115000000,72363337.62,274703340,2,4,4,2,3,3
Par.,Comedy,213863,310,6.4,2.35,59000,R,2012,83,65000000,22417764.86,179379533,2,3,2,2,3,3
Par.,Action,174578,534,5.8,2.35,0,PG13,2009,118,175000000,134698755,302469017,2,3,4,4,3,3
BV,Adventure,128285,297,7.3,1.66,0,G,2000,78,100000000,55222477.06,169327687,2,2,4,5,3,3
Sony,Comedy,160418,296,5.7,1.85,16000,R,2011,92,20000000,-19249103.35,216197492,2,2,2,2,3,3
Sum.,Action,238916,328,7.1,2.35,32000,PG13,2010,111,58000000,14576254.59,71664962,2,3,1,2,3,3
Uni.,Adventure,340085,327,7.8,1.85,12000,PG,1989,108,40000000,21333530.35,332000000,2,3,2,4,3,3
Par.,Biography,736638,1065,8.4,2.35,17000,R,1995,177,72000000,39973544.18,210000000,2,3,4,2,3,3
BV,Adventure,155745,1053,6.8,2.35,10000,PG,2005,109,50000000,9231497.34,104478416,2,3,2,4,3,3
Uni.,Comedy,13562,103,6.1,2.35,19000,PG13,2016,94,18000000,-40895023.74,88923251,1,4,4,1,3,3
Rela.,Drama,78008,160,6.7,2.35,23000,PG13,2013,115,28000000,-16204533.29,97594140,2,3,1,2,3,3
DW,Adventure,124641,289,6.6,1.85,0,PG,1998,83,60000000,16407415.73,171757863,2,4,1,2,3,3
Fox,Adventure,236421,515,7.3,2.35,70000,PG,2013,114,90000000,45795466.71,188133322,2,2,2,2,3,3
Sony,Action,189806,316,6.7,2.35,16000,PG13,2010,107,100000000,56576254.59,170432927,2,2,2,4,3,3
BV,Animation,89351,214,7.1,1.85,5000,G,2009,97,105000000,64698754.96,267045765,4,3,4,2,3,3
WB,Drama,284825,828,7.5,2.35,124000,R,2012,172,102000000,59417764.86,130482868,2,2,2,5,3,3
Wein.,Comedy,533607,692,7.8,2.35,117000,R,2012,122,21000000,-21582235.14,205738714,2,3,2,4,3,3
Mira.,Fantasy,268581,1109,7.6,1.85,20000,PG13,2001,101,17000000,-25636662.38,209947037,2,5,4,1,3,3
Wein.,Biography,33856,147,7.3,2.35,34000,PG13,2015,120,11000000,-31177171.7,61619773,2,2,2,2,3,3
Fox,Adventure,165333,186,7,2.35,19000,G,2011,96,90000000,50750896.65,484635760,2,2,2,4,3,3
Fox,Adventure,141179,419,5.9,2.35,9000,PG,2010,118,95000000,51576254.59,226497209,2,3,3,4,3,3
Par.,SciFi,57349,177,6.4,2.35,0,PG13,2015,106,12000000,-30177171.7,32248241,1,3,2,2,3,3
MGM,Action,149680,328,6.5,2.35,0,PG13,1997,119,110000000,66931143.78,333011068,2,2,4,4,3,3
LGF,Comedy,51326,116,6.5,2.35,8000,PG13,2015,101,8500000,-33677171.7,43528634,2,3,1,2,3,3
WB,Action,197584,918,6.1,2.35,42000,PG13,2011,110,82000000,42750896.65,89792502,2,2,2,4,3,3
FoxS,Drama,641997,1017,8,2.35,13000,R,2008,120,15000000,-25963509.83,377910544,1,2,4,2,3,3
Fox,Action,165792,392,6.7,1.85,44000,R,2010,105,20000000,-23423745.41,31327899,2,1,2,2,3,3
BV,Action,222403,453,6.6,2.35,23000,PG13,2010,116,150000000,106576254.6,335154643,2,3,2,2,3,3
SGem,Comedy,270228,194,6.6,2.35,41000,R,2011,109,35000000,-4249103.35,150483765,2,2,2,5,3,3
BV,Comedy,52894,185,7.3,2.35,55000,PG,2014,122,22000000,-19642067.61,88880821,2,5,4,3,3,3
Uni.,Action,125305,343,6.4,2.35,39000,R,2013,119,38000000,-6204533.29,98337295,2,2,2,4,3,3
Par.,Adventure,334345,2741,6.5,1.85,0,PG13,2005,116,132000000,91231497.34,591739379,2,3,2,4,3,3
MGM,Drama,383784,331,8,1.85,12000,R,1988,133,25000000,10706842.11,354825435,4,3,4,4,3,3
SGem,Action,119974,169,6.6,2.35,0,R,2009,92,35000000,-5301245.04,91327197,2,3,2,4,3,3
UA,Action,74249,276,6.7,2.35,0,GP,1971,120,7200000,4058166.667,116000000,2,3,4,4,3,3
Fox,Comedy,286178,631,6.8,2.35,0,PG13,2006,109,35000000,-2894725.68,326551094,2,2,2,2,3,3
WB,Comedy,375879,402,6.5,2.35,56000,R,2011,102,80000000,40750896.65,254455986,2,3,2,2,3,3
DW,Drama,166269,735,7.7,1.85,0,R,2005,124,15000000,-25768502.66,85306374,2,2,2,2,3,3
BV,Action,254841,426,7.1,2.35,36000,PG13,2011,127,110000000,70750896.65,299268508,2,4,4,2,3,3
Uni.,Romance,200035,407,7.1,1.85,36000,PG13,2011,106,50200000,10950896.65,127869379,2,3,4,1,3,3
UA,Drama,680041,760,8.7,1.85,32000,R,1975,133,3000000,-1300000,108981275,2,3,4,4,3,3
FoxS,Adventure,279179,440,7.6,1.85,63000,R,2010,94,18000000,-25423745.41,35692920,2,3,2,2,3,3
BV,Adventure,171792,222,7.5,1.66,12000,G,1998,88,90000000,46407415.73,304320254,4,3,4,3,3,3
Par.,Comedy,34964,150,4.8,2.35,28000,PG13,2016,100,50000000,-8895023.74,55969000,2,3,2,3,3,3
MGM,Action,69534,294,6.3,2.35,0,PG,1979,126,34000000,19852777.78,210300000,2,3,4,4,3,3
Fox,Adventure,259083,763,7.4,2.35,0,PG13,2007,87,75000000,35615497.1,527068851,2,3,2,4,3,3
WB,Adventure,112167,123,6.3,1.77,0,PG,1996,88,80000000,45010939.14,230000000,4,3,4,4,3,3
BV,Adventure,211226,317,7.2,2.35,0,G,1998,95,120000000,76407415.73,363398565,2,3,4,2,3,3
WB,Action,246698,471,7.8,2.35,64000,PG,2014,100,60000000,18357932.39,469160692,2,1,4,4,3,3
YFG,Drama,295375,645,7.6,1.85,15000,PG13,2006,110,40000000,2105274.32,86915017,1,1,2,2,3,3
Fox,Action,133177,380,6.6,2.35,24000,R,2013,117,43000000,-1204533.29,158674180,2,3,3,4,3,3
BV,Comedy,222099,549,7.2,1.85,10000,PG13,1999,97,16000000,-26518279.65,53478166,1,3,1,4,3,3
Par.,Action,177383,447,7.4,2.35,44000,PG,2011,107,130000000,90750896.65,371940071,4,2,2,2,3,3
PDW,Action,114287,137,6.7,2.35,16000,PG,2011,90,130000000,90750896.65,554987477,2,3,2,2,3,3
Sony,Action,182661,681,5.2,2.35,0,PG13,2007,114,110000000,70615497.1,228738393,2,2,2,2,3,3
WB,Action,227072,560,6.9,2.35,20000,R,2010,118,80000000,36576254.59,157107755,2,2,2,4,3,3
WB,Comedy,38202,135,5.7,2.35,41000,R,2015,115,14800000,-27377171.7,122413057,2,3,1,2,3,3
