Movie Name,Status,Language,Runtime,Budget,Revenue,8,9,10,11,12,13,14
In Time (2011),Released,English,1h 49m,"$40,000,000.00","$173,930,596.00",Justin Timberlake,Amanda Seyfried,Cillian Murphy,Olivia Wilde,Alex Pettyfer,Johnny Galecki,Full Cast & Crew
The Little Prince (2015),Released,English,1h 32m,"$64,000,000.00","$97,571,250.00",Jeff Bridges,Rachel McAdams,Paul Rudd,Marion Cotillard,James Franco,Benicio del Toro,Full Cast & Crew
The Girl with the Dragon Tattoo (2011),Released,English,2h 38m,"$90,000,000.00","$232,617,430.00",Daniel Craig,Rooney Mara,Christopher Plummer,Goran Visnjic,Stellan SkarsgÌ´rd,Robin Wright,Full Cast & Crew
Still Alice (2014),Released,English,1h 39m,"$5,000,000.00","$41,797,583.00",Julianne Moore,Alec Baldwin,Kristen Stewart,Kate Bosworth,Shane McRae,Hunter Parrish,Full Cast & Crew
Rambo: First Blood Part II (1985),Released,English,1h 36m,"$44,000,000.00","$300,400,432.00",Sylvester Stallone,Richard Crenna,Charles Napier,Steven Berkoff,Julia Nickson,George Cheung,Full Cast & Crew
Daybreakers (2009),Released,English,1h 38m,"$20,000,000.00","$51,416,464.00",Ethan Hawke,Sam Neill,Willem Dafoe,Claudia Karvan,Isabel Lucas,Vince Colosimo,Full Cast & Crew
Predestination (2014),Released,English,1h 37m,"$5,500,000.00","$3,000,000.00",Ethan Hawke,Sarah Snook,Noah Taylor,Christopher Kirby,Madeleine West,Jim Knobeloch,Full Cast & Crew
Noah (2014),Released,English,2h 19m,"$125,000,000.00","$362,637,473.00",Russell Crowe,Jennifer Connelly,Emma Watson,Logan Lerman,Anthony Hopkins,Ray Winstone,Full Cast & Crew
From Dusk Till Dawn (1996),Released,English,1h 48m,"$19,000,000.00","$25,836,616.00",George Clooney,Quentin Tarantino,Harvey Keitel,Juliette Lewis,Ernest Liu,Salma Hayek,Full Cast & Crew
9 (2009),Released,English,1h 19m,"$30,000,000.00","$48,428,063.00",Elijah Wood,John C. Reilly,Jennifer Connelly,Christopher Plummer,Crispin Glover,Martin Landau,Full Cast & Crew
Cell (2016),Released,English,1h 38m,-,-,John Cusack,Samuel L. Jackson,Isabelle Fuhrman,Owen Teague,Clark Sarullo,Anthony Reynolds,Full Cast & Crew
Hellboy (2004),Released,English,2h 2m,"$66,000,000.00","$99,318,987.00",Ron Perlman,Selma Blair,Rupert Evans,John Hurt,Jeffrey Tambor,Karel Roden,Full Cast & Crew
Twelve Monkeys (1995),Released,English,2h 9m,"$29,500,000.00","$168,840,000.00",Bruce Willis,Madeleine Stowe,Brad Pitt,Christopher Plummer,David Morse,Jon Seda,Full Cast & Crew
Captain Phillips (2013),Released,English,2h 14m,"$55,000,000.00","$95,000,000.00",Tom Hanks,Catherine Keener,Max Martini,Chris Mulkey,Yul Vazquez,Corey Johnson,Full Cast & Crew
Hotel Transylvania (2012),Released,English,1h 31m,"$85,000,000.00","$358,375,603.00",Adam Sandler,Steve Buscemi,David Spade,Kevin James,Selena Gomez,Andy Samberg,Full Cast & Crew
The Social Network (2010),Released,English,2h 0m,"$40,000,000.00","$224,920,315.00",Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Amy Ferguson,Rooney Mara,Bryan Barter,Full Cast & Crew
The Godfather: Part III (1990),Released,English,2h 42m,"$54,000,000.00","$136,766,062.00",Al Pacino,Diane Keaton,Andy GarcÌ_a,Talia Shire,Sofia Coppola,Eli Wallach,Full Cast & Crew
Step Up 2: The Streets (2008),Released,English,1h 38m,"$23,000,000.00","$150,816,700.00",Briana Evigan,Robert Hoffman,Will Kemp,Cassie Ventura,Adam G. Sevani,Danielle Polanco,Full Cast & Crew
Prisoners (2013),Released,English,2h 33m,"$46,000,000.00","$122,126,687.00",Hugh Jackman,Jake Gyllenhaal,Paul Dano,Maria Bello,Melissa Leo,Viola Davis,Full Cast & Crew
Sweeney Todd: The Demon Barber of Fleet Street (2007),Released,English,1h 56m,"$50,000,000.00","$152,000,000.00",Johnny Depp,Helena Bonham Carter,Alan Rickman,Timothy Spall,Sacha Baron Cohen,Jamie Campbell Bower,Full Cast & Crew
Zodiac (2007),Released,English,2h 37m,"$65,000,000.00","$84,785,914.00",Jake Gyllenhaal,Robert Downey Jr.,Mark Ruffalo,Anthony Edwards,Brian Cox,Elias Koteas,Full Cast & Crew
Are You Here (2013),Released,English,1h 54m,-,-,Owen Wilson,Zach Galifianakis,Amy Poehler,Laura Ramsey,Lauren Lapkus,Jason Davis,Full Cast & Crew
Pride and Prejudice and Zombies (2016),Released,English,1h 48m,"$28,000,000.00","$16,374,328.00",Lily James,Jack Huston,Matt Smith,Douglas Booth,Sam Riley,Bella Heathcote,Full Cast & Crew
Body of Lies (2008),Released,English,2h 8m,"$70,000,000.00","$113,280,098.00",Leonardo DiCaprio,Russell Crowe,Mark Strong,Ali Suliman,Simon McBurney,Michael Gaston,Full Cast & Crew
The Captive (2014),Released,English,1h 52m,-,"$1,075,178.00",Ryan Reynolds,Scott Speedman,Rosario Dawson,Mireille Enos,Kevin Durand,Alexia Fast,Full Cast & Crew
Pearl Harbor (2001),Released,English,3h 3m,"$140,000,000.00","$449,220,945.00",Ben Affleck,Josh Hartnett,Kate Beckinsale,Cuba Gooding Jr.,Jon Voight,Alec Baldwin,Full Cast & Crew
Skiptrace (2016),Released,English,1h 47m,"$32,000,000.00",-,Jackie Chan,Johnny Knoxville,Fan Bingbing,Yeon Jung-hoon,Eric Tsang,Eve Torres,Full Cast & Crew
Trumbo (2015),Released,English,2h 4m,"$15,000,000.00","$8,235,661.00",Bryan Cranston,Diane Lane,Helen Mirren,Elle Fanning,Louis C.K.,John Goodman,Full Cast & Crew
22 Jump Street (2014),Released,English,1h 52m,"$50,000,000.00","$188,441,614.00",Jonah Hill,Channing Tatum,Dave Franco,Ice Cube,Nick Offerman,Peter Stormare,Full Cast & Crew
Victor Frankenstein (2015),Released,English,1h 49m,"$40,000,000.00","$34,227,298.00",James McAvoy,Daniel Radcliffe,Jessica Brown Findlay,Andrew Scott,Freddie Fox,Mark Gatiss,Full Cast & Crew
Unfriended (2015),Released,English,1h 22m,"$1,000,000.00","$62,882,090.00",Shelley Hennig,Moses Jacob Storm,Renee Olstead,William Peltz,Jacob Wysocki,Courtney Halverson,Full Cast & Crew
Black Hawk Down (2001),Released,English,2h 24m,"$92,000,000.00","$172,989,651.00",Josh Hartnett,Ewan McGregor,Jason Isaacs,Tom Sizemore,William Fichtner,Eric Bana,Full Cast & Crew
The Peanuts Movie (2015),Released,English,1h 28m,"$99,000,000.00","$246,233,113.00",Noah Schnapp,Bill Melendez,Venus Schultheis,Hadley Belle Miller,Madisyn Shipman,Francesca Capaldi,Full Cast & Crew
Ocean's Thirteen (2007),Released,English,2h 2m,"$85,000,000.00","$311,312,624.00",George Clooney,Brad Pitt,Matt Damon,Al Pacino,Bernie Mac,Andy GarcÌ_a,Full Cast & Crew
Pleasure or Pain (2013),Released,English,1h 42m,-,-,Malena Morgan,Christos Vasilopoulos,Daniel Sobieray,Kayla Jane,Elle Alexandra,Hayden Hawkens,Full Cast & Crew
The Croods (2013),Released,English,1h 38m,"$135,000,000.00","$585,178,928.00",Nicolas Cage,Emma Stone,Ryan Reynolds,Catherine Keener,Cloris Leachman,Clark Duke,Full Cast & Crew
Death Race (2008),Released,English,1h 45m,"$45,000,000.00","$73,762,516.00",Jason Statham,Joan Allen,Ian McShane,Tyrese Gibson,Natalie Martinez,Max Ryan,Full Cast & Crew
Step Up Revolution (2012),Released,English,1h 39m,"$33,000,000.00","$140,470,746.00",Kathryn McCormick,Ryan Guzman,Stephen Boss,Megan Boone,Jessica Guadix,Cleopatra Coleman,Full Cast & Crew
The Other Woman (2014),Released,English,1h 49m,"$40,000,000.00","$196,781,193.00",Cameron Diaz,Leslie Mann,Kate Upton,Don Johnson,Nikolaj Coster-Waldau,Taylor Kinney,Full Cast & Crew
The Twilight Saga: Eclipse (2010),Released,English,2h 4m,"$68,000,000.00","$698,491,347.00",Kristen Stewart,Robert Pattinson,Taylor Lautner,Ashley Greene,Peter Facinelli,Billy Burke,Full Cast & Crew
Troy (2004),Released,English,2h 43m,"$175,000,000.00","$497,409,852.00",Brad Pitt,Orlando Bloom,Eric Bana,Brian Cox,Sean Bean,Brendan Gleeson,Full Cast & Crew
Ferris Bueller's Day Off (1986),Released,English,1h 43m,"$6,000,000.00","$70,136,369.00",Matthew Broderick,Alan Ruck,Mia Sara,Jeffrey Jones,Jennifer Grey,Charlie Sheen,Full Cast & Crew
The Time Traveler's Wife (2009),Released,English,1h 47m,"$39,000,000.00","$101,229,792.00",Eric Bana,Rachel McAdams,Michelle Nolden,Arliss Howard,Ron Livingston,Brian Bisson,Full Cast & Crew
Annie (2014),Released,English,1h 59m,"$65,000,000.00","$133,821,816.00",QuvenzhanÌ© Wallis,Jamie Foxx,Rose Byrne,Cameron Diaz,Bobby Cannavale,Adewale Akinnuoye-Agbaje,Full Cast & Crew
Basic Instinct (1992),Released,English,2h 7m,"$49,000,000.00","$352,927,224.00",Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt,Leilani Sarelle,Full Cast & Crew
Hot Fuzz (2007),Released,English,2h 1m,-,"$80,573,774.00",Simon Pegg,Nick Frost,Timothy Dalton,Jim Broadbent,Paddy Considine,Rafe Spall,Full Cast & Crew
Sing Street (2016),Released,English,1h 46m,-,-,Ferdia Walsh-Peelo,Lucy Boynton,Maria Doyle Kennedy,Jack Reynor,Aidan Gillen,Kelly Thornton,Full Cast & Crew
DÌ©jÌÊ Vu (2006),Released,English,2h 6m,"$75,000,000.00","$180,557,550.00",Denzel Washington,Paula Patton,Val Kilmer,Jim Caviezel,Adam Goldberg,Elden Henson,Full Cast & Crew
Bridget Jones: The Edge of Reason (2004),Released,English,1h 48m,"$50,000,000.00","$40,203,020.00",RenÌ©e Zellweger,Colin Firth,Hugh Grant,Jacinda Barrett,Gemma Jones,Jim Broadbent,Full Cast & Crew
Enemy of the State (1998),Released,English,2h 12m,"$90,000,000.00","$250,649,836.00",Will Smith,Gene Hackman,Jon Voight,Lisa Bonet,Regina King,Stuart Wilson,Full Cast & Crew
Big Fish (2003),Released,English,2h 5m,"$70,000,000.00","$122,919,055.00",Ewan McGregor,Albert Finney,Billy Crudup,Jessica Lange,Helena Bonham Carter,Alison Lohman,Full Cast & Crew
Due Date (2010),Released,English,1h 35m,"$65,000,000.00","$211,780,824.00",Zach Galifianakis,Robert Downey Jr.,Michelle Monaghan,Jamie Foxx,Juliette Lewis,Danny McBride,Full Cast & Crew
Maggie (2015),Released,English,1h 35m,"$4,000,000.00","$187,112.00",Arnold Schwarzenegger,Abigail Breslin,Joely Richardson,Laura Cayouette,J.D. Evermore,Amy Brassette,Full Cast & Crew
The Man Who Knew Infinity (2015),Released,English,1h 48m,-,"$7,999,520.00",Jeremy Irons,Dev Patel,Toby Jones,Stephen Fry,Jeremy Northam,Devika Bhise,Full Cast & Crew
The Spy Who Loved Me (1977),Released,English,2h 5m,"$14,000,000.00","$185,438,673.00",Roger Moore,Barbara Bach,Curd JÌ_rgens,Richard Kiel,Caroline Munro,Walter Gotell,Full Cast & Crew
American History X (1998),Released,English,1h 59m,"$20,000,000.00","$23,875,127.00",Edward Norton,Edward Furlong,Beverly D'Angelo,Avery Brooks,Jennifer Lien,Ethan Suplee,Full Cast & Crew
Aliens (1986),Released,English,2h 17m,"$18,500,000.00","$131,060,248.00",Sigourney Weaver,Carrie Henn,Michael Biehn,Lance Henriksen,Paul Reiser,Bill Paxton,Full Cast & Crew
Wanted (2008),Released,English,1h 50m,"$75,000,000.00","$258,270,008.00",Angelina Jolie,James McAvoy,Morgan Freeman,Thomas Kretschmann,Terence Stamp,Common,Full Cast & Crew
The Shining (1980),Released,English,2h 24m,"$19,000,000.00","$44,017,374.00",Jack Nicholson,Shelley Duvall,Danny Lloyd,Scatman Crothers,Barry Nelson,Philip Stone,Full Cast & Crew
Apocalypse Now (1979),Released,English,2h 33m,"$31,500,000.00","$83,471,511.00",Martin Sheen,Marlon Brando,Robert Duvall,Laurence Fishburne,Sam Bottoms,Frederic Forrest,Full Cast & Crew
Homefront (2013),Released,English,1h 40m,"$22,000,000.00","$43,058,898.00",Jason Statham,James Franco,Izabela Vidovic,Winona Ryder,Rachelle Lefevre,Kate Bosworth,Full Cast & Crew
The Breakfast Club (1985),Released,English,1h 37m,"$1,000,000.00","$51,525,171.00",Emilio Estevez,Anthony Michael Hall,Judd Nelson,Molly Ringwald,Paul Gleason,Ally Sheedy,Full Cast & Crew
Daredevil (2003),Released,English,1h 43m,"$78,000,000.00","$179,179,718.00",Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan,Ellen Pompeo,Jon Favreau,Full Cast & Crew
Gangs of New York (2002),Released,English,2h 47m,"$100,000,000.00","$193,772,504.00",Leonardo DiCaprio,Daniel Day-Lewis,Cameron Diaz,Liam Neeson,Brendan Gleeson,John C. Reilly,Full Cast & Crew
Life of Pi (2012),Released,English,2h 7m,"$120,000,000.00","$609,016,565.00",Suraj Sharma,Irrfan Khan,Ayush Tandon,Gautam Belur,Adil Hussain,Tabu,Full Cast & Crew
Tell Me How I Die (2016),Released,English,1h 47m,-,-,Nathan Kress,Virginia Gardner,Kirby Bliss Blanton,Ryan Higa,Ethan Peck,William Mapother,Full Cast & Crew
American Psycho (2000),Released,English,1h 42m,"$7,000,000.00","$34,266,564.00",Christian Bale,Willem Dafoe,Jared Leto,Josh Lucas,Samantha Mathis,Matt Ross,Full Cast & Crew
The Drop (2014),Released,English,1h 46m,"$12,600,000.00","$18,658,381.00",Tom Hardy,Noomi Rapace,James Gandolfini,Matthias Schoenaerts,John Ortiz,Ann Dowd,Full Cast & Crew
The Road (2009),Released,English,1h 51m,"$32,000,000.00","$27,635,305.00",Viggo Mortensen,Kodi Smit-McPhee,Charlize Theron,Robert Duvall,Guy Pearce,Molly Parker,Full Cast & Crew
Blended (2014),Released,English,1h 57m,"$40,000,000.00","$123,494,610.00",Drew Barrymore,Adam Sandler,Wendi McLendon-Covey,Bella Thorne,Terry Crews,Joel McHale,Full Cast & Crew
Bridget Jones's Diary (2001),Released,English,1h 37m,"$25,000,000.00","$281,929,795.00",RenÌ©e Zellweger,Colin Firth,Hugh Grant,Gemma Jones,Jim Broadbent,James Callis,Full Cast & Crew
Daddy's Home (2015),Released,English,1h 36m,"$50,000,000.00","$240,360,392.00",Will Ferrell,Mark Wahlberg,Linda Cardellini,Thomas Haden Church,Hannibal Buress,LaMonica Garrett,Full Cast & Crew
American Beauty (1999),Released,English,2h 2m,"$15,000,000.00","$356,296,601.00",Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,Mena Suvari,Chris Cooper,Full Cast & Crew
La sombra del Naranjo (2016),Released,Spanish,-,-,-,Login to Edit Cast & Crew,,,,,,
The Day After Tomorrow (2004),Released,English,2h 4m,"$125,000,000.00","$544,272,402.00",Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok,Jay O. Sanders,Sela Ward,Full Cast & Crew
Dumb and Dumber (1994),Released,English,1h 47m,"$17,000,000.00","$247,275,374.00",Jim Carrey,Jeff Daniels,Lauren Holly,Mike Starr,Karen Duffy,Charles Rocket,Full Cast & Crew
Lemony Snicket's A Series of Unfortunate Events (2004),Released,English,1h 48m,"$140,000,000.00","$209,073,645.00",Jim Carrey,Meryl Streep,Jude Law,Emily Browning,Liam Aiken,Kara Hoffman,Full Cast & Crew
The Fifth Element (1997),Released,English,2h 6m,"$90,000,000.00","$263,920,180.00",Bruce Willis,Gary Oldman,Ian Holm,Milla Jovovich,Chris Tucker,Luke Perry,Full Cast & Crew
Unbroken (2014),Released,English,2h 17m,"$65,000,000.00","$163,442,937.00",Jack O'Connell,Domhnall Gleeson,Garrett Hedlund,Takamasa Ishihara,Finn Wittrock,Jai Courtney,Full Cast & Crew
Mr. & Mrs. Smith (2005),Released,English,2h 0m,"$110,000,000.00","$478,207,520.00",Angelina Jolie,Brad Pitt,Vince Vaughn,Adam Brody,Kerry Washington,Keith David,Full Cast & Crew
Licence to Kill (1989),Released,English,2h 13m,"$32,000,000.00","$156,167,015.00",Timothy Dalton,Carey Lowell,Robert Davi,Talisa Soto,Anthony Zerbe,Frank McRae,Full Cast & Crew
Gran Torino (2008),Released,English,1h 56m,"$33,000,000.00","$269,958,228.00",Clint Eastwood,Christopher Carley,Bee Vang,Ahney Her,Brian Haley,Geraldine Hughes,Full Cast & Crew
Pan (2015),Released,English,1h 51m,"$150,000,000.00","$128,388,320.00",Levi Miller,Garrett Hedlund,Hugh Jackman,Rooney Mara,Amanda Seyfried,Nonso Anozie,Full Cast & Crew
Les MisÌ©rables (2012),Released,English,2h 37m,"$61,000,000.00","$441,809,770.00",Hugh Jackman,Russell Crowe,Anne Hathaway,Amanda Seyfried,Sacha Baron Cohen,Helena Bonham Carter,Full Cast & Crew
Hotel Transylvania 2 (2015),Released,English,1h 29m,"$80,000,000.00","$466,183,544.00",Adam Sandler,Andy Samberg,Selena Gomez,Kevin James,Steve Buscemi,David Spade,Full Cast & Crew
The Water Diviner (2014),Released,English,1h 52m,"$22,500,000.00","$15,520,023.00",Russell Crowe,Olga Kurylenko,Jai Courtney,Isabel Lucas,Damon Herriman,Ryan Corr,Full Cast & Crew
Lara Croft: Tomb Raider (2001),Released,English,1h 40m,"$115,000,000.00","$274,703,340.00",Angelina Jolie,Jon Voight,Iain Glen,Noah Taylor,Daniel Craig,Richard Johnson,Full Cast & Crew
The Naked Gun 33‰ÉÒ: The Final Insult (1994),Released,English,1h 23m,"$30,000,000.00","$51,132,598.00",Leslie Nielsen,Priscilla Presley,George Kennedy,O.J. Simpson,Fred Ward,Kathleen Freeman,Full Cast & Crew
The Dictator (2012),Released,English,1h 23m,"$65,000,000.00","$179,379,533.00",Sacha Baron Cohen,Sayed Badreya,Aasif Mandvi,Megan Fox,Anna Faris,John C. Reilly,Full Cast & Crew
G.I. Joe: The Rise of Cobra (2009),Released,English,1h 58m,"$175,000,000.00","$302,469,017.00",Dennis Quaid,Channing Tatum,Marlon Wayans,Sienna Miller,Joseph Gordon-Levitt,SaÌød Taghmaoui,Full Cast & Crew
The Emperor's New Groove (2000),Released,English,1h 18m,"$100,000,000.00","$169,327,687.00",David Spade,John Goodman,Eartha Kitt,Patrick Warburton,Wendie Malick,Kellyann Kelso,Full Cast & Crew
Monsters vs Aliens (2009),Released,English,1h 34m,"$175,000,000.00","$381,509,870.00",Seth Rogen,Reese Witherspoon,Hugh Laurie,Paul Rudd,Kiefer Sutherland,Rainn Wilson,Full Cast & Crew
Bad Teacher (2011),Released,English,1h 32m,"$20,000,000.00","$216,197,492.00",Jason Segel,Cameron Diaz,Justin Timberlake,Lucy Punch,Phyllis Smith,John Michael Higgins,Full Cast & Crew
A Real Young Girl (1976),Released,French,1h 33m,-,-,Charlotte Alexandra,Hiram Keller,Rita Maiden,Bruno Balp,Georges GuÌ©ret,Shirley Stoler,Full Cast & Crew
RED (2010),Released,English,1h 51m,"$58,000,000.00","$71,664,962.00",Bruce Willis,John Malkovich,Helen Mirren,Mary-Louise Parker,Karl Urban,Richard Dreyfuss,Full Cast & Crew
Bronson (2008),Released,English,1h 32m,-,-,Tom Hardy,Matt King,James Lance,Kelly Adams,Katy Barker,Amanda Burton,Full Cast & Crew
The Aristocats (1970),Released,English,1h 18m,"$4,000,000.00","$55,675,257.00",Phil Harris,Sterling Holloway,Scatman Crothers,Eva Gabor,Paul Winchell,Lord Tim Hudson,Full Cast & Crew
Back to the Future Part II (1989),Released,English,1h 48m,"$40,000,000.00","$332,000,000.00",Michael J. Fox,Christopher Lloyd,Lea Thompson,Elisabeth Shue,James Tolkan,Jeffrey Weissman,Full Cast & Crew
Braveheart (1995),Released,English,2h 57m,"$72,000,000.00","$210,000,000.00",Mel Gibson,Catherine McCormack,Sophie Marceau,Patrick McGoohan,Angus Macfadyen,Brendan Gleeson,Full Cast & Crew
The Hitchhiker's Guide to the Galaxy (2005),Released,English,1h 49m,"$50,000,000.00","$104,478,416.00",Martin Freeman,Zooey Deschanel,Sam Rockwell,Mos Def,John Malkovich,Helen Mirren,Full Cast & Crew
My Big Fat Greek Wedding 2 (2016),Released,English,1h 34m,"$18,000,000.00","$88,923,251.00",John Corbett,Elena Kampouris,Nia Vardalos,Ian Gomez,John Stamos,Alex Wolff,Full Cast & Crew
Safe Haven (2013),Released,English,1h 55m,"$28,000,000.00","$97,594,140.00",Julianne Hough,Josh Duhamel,Cobie Smulders,David Lyons,Mike Pniewski,Tora HallstrÌ_m,Full Cast & Crew
Antz (1998),Released,English,1h 23m,"$60,000,000.00","$171,757,863.00",Woody Allen,Dan Aykroyd,Anne Bancroft,Danny Glover,Gene Hackman,Jane Curtin,Full Cast & Crew
The Secret Life of Walter Mitty (2013),Released,English,1h 54m,"$90,000,000.00","$188,133,322.00",Ben Stiller,Kristen Wiig,Patton Oswalt,Shirley MacLaine,Adam Scott,Kathryn Hahn,Full Cast & Crew
High-Rise (2015),Released,English,1h 59m,-,-,Tom Hiddleston,Sienna Miller,Jeremy Irons,Luke Evans,Elisabeth Moss,Reece Shearsmith,Full Cast & Crew
The Other Guys (2010),Released,English,1h 47m,"$100,000,000.00","$170,432,927.00",Will Ferrell,Mark Wahlberg,Eva Mendes,Samuel L. Jackson,Dwayne Johnson,Michael Keaton,Full Cast & Crew
The Princess and the Frog (2009),Released,English,1h 37m,"$105,000,000.00","$267,045,765.00",Anika Noni Rose,Bruno Campos,Keith David,Michael-Leon Wooley,Jennifer Cody,Jim Cummings,Full Cast & Crew
Cloud Atlas (2012),Released,English,2h 52m,"$102,000,000.00","$130,482,868.00",Tom Hanks,Halle Berry,Jim Broadbent,Hugo Weaving,Jim Sturgess,Bae Doona,Full Cast & Crew
Silver Linings Playbook (2012),Released,English,2h 2m,"$21,000,000.00","$205,738,714.00",Bradley Cooper,Jennifer Lawrence,Robert De Niro,Jacki Weaver,Chris Tucker,Anupam Kher,Full Cast & Crew
The Others (2001),Released,English,1h 41m,"$17,000,000.00","$209,947,037.00",Nicole Kidman,Christopher Eccleston,Alakina Mann,James Bentley,Eric Sykes,Elaine Cassidy,Full Cast & Crew
Woman in Gold (2015),Released,English,2h 0m,"$11,000,000.00","$61,619,773.00",Helen Mirren,Ryan Reynolds,Tatiana Maslany,Katie Holmes,Max Irons,Charles Dance,Full Cast & Crew
Rio (2011),Released,English,1h 36m,"$90,000,000.00","$484,635,760.00",Jesse Eisenberg,Anne Hathaway,Leslie Mann,Jane Lynch,Will.i.am,Wanda Sykes,Full Cast & Crew
Beautiful Creatures (2013),Released,English,2h 4m,"$60,000,000.00","$60,052,138.00",Alden Ehrenreich,Alice Englert,Jeremy Irons,Viola Davis,Emmy Rossum,Thomas Mann,Full Cast & Crew
Percy Jackson & the Olympians: The Lightning Thief (2010),Released,English,1h 58m,"$95,000,000.00","$226,497,209.00",Logan Lerman,Brandon T. Jackson,Alexandra Daddario,Jake Abel,Sean Bean,Pierce Brosnan,Full Cast & Crew
