Movie Name,Studio,Status,Language,Runtime,Budget,Revenue,8,9,10,11,12,13,14
Frozen (2013),BV,Released,English,1h 42m,"$150,000,000.00","$1,274,219,009.00",Kristen Bell,Idina Menzel,Jonathan Groff,Josh Gad,Santino Fontana,Alan Tudyk,Full Cast & Crew
Whiskey Tango Foxtrot (2016),Par.,Released,English,1h 52m,"$35,000,000.00","$23,083,334.00",Tina Fey,Margot Robbie,Billy Bob Thornton,Martin Freeman,Josh Charles,Alfred Molina,Full Cast & Crew
Pirates of the Caribbean: On Stranger Tides (2011),BV,Released,English,2h 16m,"$250,000,000.00","$1,021,683,000.00",Johnny Depp,Ian McShane,PenÌ©lope Cruz,Geoffrey Rush,Gemma Ward,Richard Griffiths,Full Cast & Crew
Ex Machina (2015),A24,Released,English,1h 48m,"$15,000,000.00","$36,869,414.00",Domhnall Gleeson,Alicia Vikander,Sonoya Mizuno,Oscar Isaac,Corey Johnson,Claire Selby,Full Cast & Crew
The Good Dinosaur (2015),BV,Released,English,1h 33m,"$175,000,000.00","$331,926,147.00",Raymond Ochoa,Jack Bright,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,Ryan Teeple,Full Cast & Crew
Casino Royale (2006),Sony,Released,English,2h 24m,"$150,000,000.00","$599,045,960.00",Daniel Craig,Eva Green,Mads Mikkelsen,Judi Dench,Jeffrey Wright,Giancarlo Giannini,Full Cast & Crew
The 5th Wave (2016),Sony,Released,English,1h 52m,"$38,000,000.00","$109,902,567.00",ChloÌÇ Grace Moretz,Nick Robinson,Ron Livingston,Maggie Siff,Alex Roe,Maria Bello,Full Cast & Crew
Creed (2015),WB (NL),Released,English,2h 13m,"$35,000,000.00","$137,935,567.00",Michael B. Jordan,Sylvester Stallone,Graham McTavish,Tessa Thompson,Phylicia Rash€Åd,Hans Marrero,Full Cast & Crew
Pirates of the Caribbean: At World's End (2007),BV,Released,English,2h 49m,"$300,000,000.00","$961,000,000.00",Johnny Depp,Orlando Bloom,Keira Knightley,Chow Yun-fat,Geoffrey Rush,Jonathan Pryce,Full Cast & Crew
10 Cloverfield Lane (2016),Par.,Released,English,1h 43m,"$15,000,000.00","$108,286,421.00",Mary Elizabeth Winstead,John Goodman,John Gallagher Jr.,Douglas M. Griffin,Cindy Hogan,Bradley Cooper,Full Cast & Crew
21 Jump Street (2012),Sony,Released,English,1h 49m,"$42,000,000.00","$201,585,328.00",Channing Tatum,Jonah Hill,Brie Larson,Ellie Kemper,Ice Cube,Dave Franco,Full Cast & Crew
Star Trek Beyond (2016),Par.,Released,English,2h 0m,-,-,Chris Pine,Zachary Quinto,Karl Urban,Zoe Saldana,Simon Pegg,John Cho,Full Cast & Crew
Penguins of Madagascar (2014),Fox,Released,English,1h 32m,"$132,000,000.00","$373,552,094.00",Tom McGrath,Chris Miller,Christopher Knights,Conrad Vernon,John Malkovich,Benedict Cumberbatch,Full Cast & Crew
Thor (2011),Par.,Released,English,1h 55m,"$150,000,000.00","$444,115,007.00",Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,Stellan SkarsgÌ´rd,Kat Dennings,Full Cast & Crew
Iron Man 3 (2013),BV,Released,English,2h 10m,"$200,000,000.00","$1,215,439,994.00",Robert Downey Jr.,Gwyneth Paltrow,Guy Pearce,Don Cheadle,Ben Kingsley,Rebecca Hall,Full Cast & Crew
Edge of Tomorrow (2014),WB,Released,English,1h 53m,"$178,000,000.00","$370,541,256.00",Tom Cruise,Emily Blunt,Brendan Gleeson,Bill Paxton,Jonas Armstrong,Tony Way,Full Cast & Crew
Midnight Special (2016),WB,Released,English,1h 52m,-,-,Michael Shannon,Jaeden Lieberher,Joel Edgerton,Kirsten Dunst,Adam Driver,David Jensen,Full Cast & Crew
Independence Day (1996),Fox,Released,English,2h 25m,"$75,000,000.00","$816,969,268.00",Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell,Judd Hirsch,Robert Loggia,Full Cast & Crew
Iron Man (2008),Par.,Released,English,2h 6m,"$140,000,000.00","$585,174,222.00",Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow,Leslie Bibb,Shaun Toub,Full Cast & Crew
Knock Knock (2015),LGP,Released,English,1h 39m,"$2,500,000.00","$5,214,043.00",Keanu Reeves,Lorenza Izzo,Ana de Armas,Aaron Burns,Colleen Camp,Ignacia Allamand,Full Cast & Crew
Dawn of the Planet of the Apes (2014),Fox,Released,English,2h 10m,"$170,000,000.00","$708,200,000.00",Andy Serkis,Jason Clarke,Toby Kebbell,Keri Russell,Judy Greer,Gary Oldman,Full Cast & Crew
Self/less (2015),Focus,Released,English,1h 56m,"$26,000,000.00","$30,523,226.00",Ryan Reynolds,Ben Kingsley,Natalie Martinez,Matthew Goode,Michelle Dockery,Melora Hardin,Full Cast & Crew
Transformers: The Last Knight (2017),Par.,Planned,English,-,-,-,Mark Wahlberg,Nicola Peltz,Peter Cullen,Frank Welker,John Goodman,Ken Watanabe,Full Cast & Crew
"Hail, Caesar! (2016)",Uni.,Released,English,1h 46m,"$22,000,000.00","$63,229,796.00",Josh Brolin,George Clooney,Alden Ehrenreich,Ralph Fiennes,Jonah Hill,Scarlett Johansson,Full Cast & Crew
Inglourious Basterds (2009),Wein.,Released,English,2h 33m,"$70,000,000.00","$319,131,050.00",Brad Pitt,MÌ©lanie Laurent,Christoph Waltz,Eli Roth,Michael Fassbender,Diane Kruger,Full Cast & Crew
Demolition (2016),FoxS,Released,English,1h 40m,-,"$3,304,834.00",Jake Gyllenhaal,Chris Cooper,Naomi Watts,Heather Lind,Judah Lewis,C.J. Wilson,Full Cast & Crew
Gravity (2013),WB,Released,English,1h 31m,"$105,000,000.00","$716,392,705.00",Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,Phaldut Sharma,Amy Warren,Full Cast & Crew
The Amazing Spider-Man 2 (2014),Sony,Released,English,2h 22m,"$200,000,000.00","$705,717,432.00",Andrew Garfield,Emma Stone,Jamie Foxx,Dane DeHaan,Colm Feore,Felicity Jones,Full Cast & Crew
The Shawshank Redemption (1994),Col.,Released,English,2h 22m,"$25,000,000.00","$28,341,469.00",Tim Robbins,Morgan Freeman,Bob Gunton,William Sadler,Clancy Brown,Gil Bellows,Full Cast & Crew
Finding Nemo (2003),BV,Released,English,1h 40m,"$94,000,000.00","$864,625,978.00",Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett,Allison Janney,Full Cast & Crew
Horrible Bosses 2 (2014),WB,Released,English,1h 48m,"$42,000,000.00","$106,645,357.00",Jason Bateman,Jason Sudeikis,Charlie Day,Jennifer Aniston,Kevin Spacey,Jamie Foxx,Full Cast & Crew
Maleficent (2014),BV,Released,English,1h 37m,"$180,000,000.00","$758,410,378.00",Angelina Jolie,Elle Fanning,Juno Temple,Sharlto Copley,Isobelle Molloy,Miranda Richardson,Full Cast & Crew
Mortdecai (2015),LGF,Released,English,1h 46m,"$60,000,000.00","$30,418,560.00",Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Paul Bettany,Olivia Munn,Jeff Goldblum,Full Cast & Crew
Despicable Me (2010),Uni.,Released,English,1h 35m,"$69,000,000.00","$543,513,985.00",Steve Carell,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,Kristen Wiig,Full Cast & Crew
Skyfall (2012),Sony,Released,English,2h 23m,"$200,000,000.00","$1,108,561,013.00",Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,BÌ©rÌ©nice Marlohe,Full Cast & Crew
Bridge of Spies (2015),BV,Released,English,2h 21m,"$40,000,000.00","$165,478,348.00",Tom Hanks,Mark Rylance,Amy Ryan,Alan Alda,Sebastian Koch,Austin Stowell,Full Cast & Crew
Ratatouille (2007),BV,Released,English,1h 51m,"$150,000,000.00","$623,722,818.00",Patton Oswalt,Lou Romano,Janeane Garofalo,Ian Holm,Peter Sohn,Brian Dennehy,Full Cast & Crew
Men in Black (1997),Sony,Released,English,1h 38m,"$90,000,000.00","$589,390,539.00",Tommy Lee Jones,Will Smith,Linda Fiorentino,Vincent D'Onofrio,Rip Torn,Tony Shalhoub,Full Cast & Crew
Ratchet & Clank (2016),Focus,Released,English,1h 34m,"$20,000,000.00",-,James Arnold Taylor,David Kaye,Armin Shimerman,Sylvester Stallone,Rosario Dawson,John Goodman,Full Cast & Crew
Quantum of Solace (2008),Sony,Released,English,1h 46m,"$200,000,000.00","$586,090,727.00",Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Giancarlo Giannini,Gemma Arterton,Full Cast & Crew
Neighbors (2014),Uni.,Released,English,1h 36m,"$18,000,000.00","$268,157,400.00",Seth Rogen,Zac Efron,Rose Byrne,Dave Franco,Ike Barinholtz,Christopher Mintz-Plasse,Full Cast & Crew
Sausage Party (2016),Sony,Released,English,1h 23m,"$19,000,000.00",-,Seth Rogen,Kristen Wiig,Jonah Hill,Salma Hayek,James Franco,Edward Norton,Full Cast & Crew
Despicable Me 2 (2013),Uni.,Released,English,1h 38m,"$76,000,000.00","$970,761,885.00",Steve Carell,Kristen Wiig,Benjamin Bratt,Miranda Cosgrove,Russell Brand,Ken Jeong,Full Cast & Crew
Raiders of the Lost Ark (1981),Par.,Released,English,1h 55m,"$18,000,000.00","$389,925,971.00",Harrison Ford,Karen Allen,Paul Freeman,Ronald Lacey,John Rhys-Davies,Denholm Elliott,Full Cast & Crew
Spider-Man (2002),Sony,Released,English,2h 1m,"$139,000,000.00","$821,708,551.00",Tobey Maguire,Willem Dafoe,Kirsten Dunst,James Franco,Cliff Robertson,J.K. Simmons,Full Cast & Crew
The Big Short (2015),Par.,Released,English,2h 10m,"$28,000,000.00","$133,346,506.00",Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt,Melissa Leo,Hamish Linklater,Full Cast & Crew
Mission: Impossible - Ghost Protocol (2011),Par.,Released,English,2h 13m,"$145,000,000.00","$694,713,380.00",Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Anil Kapoor,Josh Holloway,Full Cast & Crew
Pirates of the Caribbean: Dead Man's Chest (2006),BV,Released,English,2h 31m,"$200,000,000.00","$1,065,659,812.00",Johnny Depp,Orlando Bloom,Keira Knightley,Bill Nighy,Jack Davenport,Stellan SkarsgÌ´rd,Full Cast & Crew
Pan's Labyrinth (2006),PicH,Released,Spanish,1h 58m,"$19,000,000.00","$83,258,226.00",Ivana Baquero,Maribel VerdÌ_,Sergi LÌ_pez,Doug Jones,Ariadna Gil,Alex Angulo,Full Cast & Crew
Man of Steel (2013),WB,Released,English,2h 23m,"$225,000,000.00","$662,845,518.00",Henry Cavill,Amy Adams,Michael Shannon,Diane Lane,Russell Crowe,Antje Traue,Full Cast & Crew
Predator (1987),Fox,Released,English,1h 47m,"$18,000,000.00","$98,235,548.00",Arnold Schwarzenegger,Carl Weathers,Elpidia Carrillo,Bill Duke,Jesse Ventura,Sonny Landham,Full Cast & Crew
Batman (1989),WB,Released,English,2h 6m,"$35,000,000.00","$411,348,924.00",Michael Keaton,Jack Nicholson,Kim Basinger,Michael Gough,Pat Hingle,Billy Dee Williams,Full Cast & Crew
Ghostbusters (1984),Col.,Released,English,1h 47m,"$30,000,000.00","$295,212,467.00",Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis,Rick Moranis,Annie Potts,Full Cast & Crew
The Wedding Ringer (2015),SGem,Released,English,1h 41m,"$23,000,000.00","$79,799,880.00",Kevin Hart,Josh Gad,Kaley Cuoco,Affion Crockett,Jorge Garcia,Corey Holcomb,Full Cast & Crew
Ice Age (2002),Fox,Released,English,1h 21m,"$59,000,000.00","$383,257,136.00",Ray Romano,John Leguizamo,Denis Leary,Goran Visnjic,Jack Black,Cedric the Entertainer,Full Cast & Crew
Alien (1979),Fox,Released,English,1h 57m,"$11,000,000.00","$104,931,801.00",Sigourney Weaver,Tom Skerritt,Veronica Cartwright,Harry Dean Stanton,John Hurt,Ian Holm,Full Cast & Crew
Blackhat (2015),Uni.,Released,English,2h 13m,"$70,000,000.00","$17,752,940.00",Chris Hemsworth,Leehom Wang,Tang Wei,Viola Davis,Holt McCallany,Andy On,Full Cast & Crew
The Terminator (1984),Orion,Released,English,1h 48m,"$6,400,000.00","$78,371,200.00",Arnold Schwarzenegger,Michael Biehn,Linda Hamilton,Paul Winfield,Lance Henriksen,Bess Motta,Full Cast & Crew
Exodus: Gods and Kings (2014),Fox,Released,English,2h 33m,"$140,000,000.00","$268,031,828.00",Christian Bale,Joel Edgerton,John Turturro,Aaron Paul,Ben Mendelsohn,MarÌ_a Valverde,Full Cast & Crew
Snowden (2016),ORF,Post Production,English,2h 14m,"$45,000,000.00",-,Joseph Gordon-Levitt,Shailene Woodley,Scott Eastwood,Nicolas Cage,Timothy Olyphant,Zachary Quinto,Full Cast & Crew
Indiana Jones and the Temple of Doom (1984),Par.,Released,English,1h 58m,"$28,000,000.00","$333,000,000.00",Harrison Ford,Kate Capshaw,Jonathan Ke Quan,Amrish Puri,Roshan Seth,Philip Stone,Full Cast & Crew
12 Years a Slave (2013),FoxS,Released,English,2h 14m,"$20,000,000.00","$187,000,000.00",Chiwetel Ejiofor,Michael Fassbender,Lupita Nyong'o,Benedict Cumberbatch,Paul Dano,Sarah Paulson,Full Cast & Crew
The Bourne Identity (2002),Uni.,Released,English,1h 59m,"$60,000,000.00","$214,034,224.00",Matt Damon,Franka Potente,Chris Cooper,Clive Owen,Brian Cox,Adewale Akinnuoye-Agbaje,Full Cast & Crew
Pacific Rim (2013),WB,Released,English,2h 11m,"$180,000,000.00","$407,602,906.00",Idris Elba,Charlie Hunnam,Charlie Day,Ron Perlman,Burn Gorman,Rinko Kikuchi,Full Cast & Crew
The Mummy: Tomb of the Dragon Emperor (2008),Uni.,Released,English,1h 52m,"$145,000,000.00","$401,128,639.00",Brendan Fraser,Jet Li,John Hannah,Maria Bello,Luke Ford,Michelle Yeoh,Full Cast & Crew
Night at the Museum: Battle of the Smithsonian (2009),Fox,Released,English,1h 45m,"$150,000,000.00","$413,106,170.00",Ben Stiller,Amy Adams,Owen Wilson,Hank Azaria,Robin Williams,Christopher Guest,Full Cast & Crew
The Godfather (1972),Par.,Released,English,2h 55m,"$6,000,000.00","$245,066,411.00",Marlon Brando,Al Pacino,James Caan,Richard S. Castellano,Robert Duvall,Sterling Hayden,Full Cast & Crew
Heat (1995),WB,Released,English,2h 51m,"$60,000,000.00","$187,436,818.00",Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,Tom Sizemore,Diane Venora,Full Cast & Crew
Die Hard (1988),Fox,Released,English,2h 11m,"$28,000,000.00","$140,767,956.00",Bruce Willis,Alan Rickman,Alexander Godunov,Bonnie Bedelia,Reginald VelJohnson,William Atherton,Full Cast & Crew
Gladiator (2000),DW,Released,English,2h 35m,"$103,000,000.00","$457,640,427.00",Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,Richard Harris,Derek Jacobi,Full Cast & Crew
The Truman Show (1998),Par.,Released,English,1h 43m,"$60,000,000.00","$264,118,201.00",Jim Carrey,Laura Linney,Noah Emmerich,Natascha McElhone,Ed Harris,Holland Taylor,Full Cast & Crew
Mission: Impossible - Rogue Nation (2015),Par.,Released,English,2h 11m,"$150,000,000.00","$682,330,139.00",Tom Cruise,Jeremy Renner,Simon Pegg,Rebecca Ferguson,Ving Rhames,Sean Harris,Full Cast & Crew
Kung Fu Panda (2008),P/DW,Released,English,1h 30m,"$130,000,000.00","$631,744,560.00",Jack Black,Dustin Hoffman,Angelina Jolie,Jackie Chan,Lucy Liu,David Cross,Full Cast & Crew
Fight Club (1999),Fox,Released,English,2h 19m,"$63,000,000.00","$100,853,753.00",Edward Norton,Brad Pitt,Meat Loaf,Jared Leto,Helena Bonham Carter,Zach Grenier,Full Cast & Crew
The Jungle Book (1967),Dis.,Released,English,1h 18m,"$4,000,000.00","$205,843,612.00",Phil Harris,Sebastian Cabot,Louis Prima,George Sanders,Sterling Holloway,J. Pat O'Malley,Full Cast & Crew
Before I Go to Sleep (2014),CE,Released,English,1h 32m,-,"$15,060,457.00",Nicole Kidman,Colin Firth,Mark Strong,Anne-Marie Duff,Jing Lusi,Dean-Charles Chapman,Full Cast & Crew
"I, Robot (2004)",Fox,Released,English,1h 55m,"$120,000,000.00","$347,234,916.00",Will Smith,Bridget Moynahan,Alan Tudyk,James Cromwell,Bruce Greenwood,Shia LaBeouf,Full Cast & Crew
Madagascar (2005),DW,Released,English,1h 26m,"$75,000,000.00","$532,680,671.00",Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Paco LeÌ_n,Full Cast & Crew
Groundhog Day (1993),Col.,Released,English,1h 41m,"$14,600,000.00","$70,906,973.00",Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,Brian Doyle-Murray,Angela Paton,Full Cast & Crew
Let's Be Cops (2014),Fox,Released,English,1h 44m,"$17,000,000.00","$136,621,271.00",Nina Dobrev,Jake Johnson,Damon Wayans Jr.,James D'Arcy,Andy GarcÌ_a,Angela Kerecz,Full Cast & Crew
Deepwater Horizon (2016),LG/S,Post Production,English,-,"$156,000,000.00",-,Mark Wahlberg,Dylan O'Brien,Kate Hudson,Kurt Russell,John Malkovich,Gina Rodriguez,Full Cast & Crew
The Grand Budapest Hotel (2014),FoxS,Released,English,1h 39m,"$30,000,000.00","$174,600,318.00",Ralph Fiennes,Tony Revolori,F. Murray Abraham,Mathieu Amalric,Adrien Brody,Willem Dafoe,Full Cast & Crew
Star Trek Into Darkness (2013),Par.,Released,English,2h 12m,"$190,000,000.00","$467,365,246.00",Chris Pine,Zachary Quinto,Zoe Saldana,Karl Urban,Simon Pegg,John Cho,Full Cast & Crew
The Beatles: Eight Days a Week - The Touring Years (2016),Abr.,Released,English,1h 39m,-,-,Paul McCartney,Ringo Starr,John Lennon,George Harrison,The Beatles,Whoopi Goldberg,Full Cast & Crew
Watchmen (2009),WB,Released,English,2h 42m,"$130,000,000.00","$185,258,983.00",Malin ÌÉkerman,Billy Crudup,Carla Gugino,Jeffrey Dean Morgan,Patrick Wilson,Jackie Earle Haley,Full Cast & Crew
District 9 (2009),TriS,Released,English,1h 52m,"$30,000,000.00","$210,819,611.00",Sharlto Copley,Jason Cope,Nathalie Boltt,Sylvaine Strike,Elizabeth Mkandawie,John Sumner,Full Cast & Crew
300: Rise of an Empire (2014),WB,Released,English,1h 42m,"$110,000,000.00","$337,580,051.00",Sullivan Stapleton,Eva Green,Lena Headey,Callan Mulvey,David Wenham,Rodrigo Santoro,Full Cast & Crew
Spider-Man 3 (2007),Sony,Released,English,2h 19m,"$258,000,000.00","$890,871,626.00",Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church,Topher Grace,Bryce Dallas Howard,Full Cast & Crew
Thor: Ragnarok (2017),BV,In Production,English,-,-,-,Chris Hemsworth,Tom Hiddleston,Mark Ruffalo,Cate Blanchett,Tessa Thompson,Karl Urban,Full Cast & Crew
Popstar: Never Stop Never Stopping (2016),Uni.,Released,English,1h 26m,-,-,Andy Samberg,Jorma Taccone,Akiva Schaffer,Imogen Poots,Sarah Silverman,Tim Meadows,Full Cast & Crew
The Hobbit: An Unexpected Journey (2012),WB (NL),Released,English,2h 49m,"$250,000,000.00","$1,017,003,568.00",Ian McKellen,Martin Freeman,Richard Armitage,Andy Serkis,Cate Blanchett,Christopher Lee,Full Cast & Crew
Joy (2015),Fox,Released,English,2h 4m,"$60,000,000.00","$101,134,059.00",Jennifer Lawrence,Bradley Cooper,Robert De Niro,Dascha Polanco,Edgar RamÌ_rez,Elisabeth RÌ_hm,Full Cast & Crew
Iron Man 2 (2010),Par.,Released,English,2h 4m,"$200,000,000.00","$623,933,331.00",Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Scarlett Johansson,Mickey Rourke,Sam Rockwell,Full Cast & Crew
Kubo and the Two Strings (2016),Focus,Released,English,1h 41m,"$60,000,000.00",-,Art Parkinson,Charlize Theron,Rooney Mara,Matthew McConaughey,Ralph Fiennes,Brenda Vaccaro,Full Cast & Crew
Mustang (2015),Cohen,Released,Turkish,1h 37m,"$1,300,000.00","$250,000.00",GÌ_neÅÙ Nezihe Å_ensoy,Do€Ùa Zeynep Do€ÙuÅÙlu,Elit €¡ÅÙcan,Tu€Ùba Sunguro€Ùlu,€¡layda Akdo€Ùan,Nihal KoldaÅÙ,Full Cast & Crew
Fantastic Four (2015),Fox,Released,English,1h 40m,"$120,000,001.00","$167,977,596.00",Miles Teller,Kate Mara,Michael B. Jordan,Jamie Bell,Toby Kebbell,Reg E. Cathey,Full Cast & Crew
Underworld (2003),SGem,Released,English,2h 1m,"$22,000,000.00","$95,708,457.00",Kate Beckinsale,Scott Speedman,Michael Sheen,Shane Brolly,Bill Nighy,Erwin Leder,Full Cast & Crew
Charlie and the Chocolate Factory (2005),WB,Released,English,1h 55m,"$150,000,000.00","$474,968,763.00",Johnny Depp,Freddie Highmore,AnnaSophia Robb,Julia Winter,David Kelly,Helena Bonham Carter,Full Cast & Crew
The Incredibles (2004),BV,Released,English,1h 55m,"$92,000,000.00","$631,442,092.00",Craig T. Nelson,Holly Hunter,Samuel L. Jackson,Jason Lee,Dominique Louis,Teddy Newton,Full Cast & Crew
Django Unchained (2012),Wein.,Released,English,2h 45m,"$100,000,000.00","$425,368,238.00",Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington,Samuel L. Jackson,Walton Goggins,Full Cast & Crew
The Bourne Ultimatum (2007),Uni.,Released,English,1h 55m,"$70,000,000.00","$442,824,138.00",Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine,Edgar RamÌ_rez,Full Cast & Crew
Shutter Island (2010),Par.,Released,English,2h 18m,"$80,000,000.00","$294,804,195.00",Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Emily Mortimer,Michelle Williams,Max von Sydow,Full Cast & Crew
The Bourne Supremacy (2004),Uni.,Released,English,1h 48m,"$75,000,000.00","$288,500,217.00",Matt Damon,Franka Potente,Brian Cox,Julia Stiles,Karl Urban,Gabriel Mann,Full Cast & Crew
Titanic (1997),Par.,Released,English,3h 14m,"$200,000,000.00","$1,845,034,188.00",Kate Winslet,Leonardo DiCaprio,Frances Fisher,Billy Zane,Kathy Bates,Gloria Stuart,Full Cast & Crew
Saving Private Ryan (1998),DW,Released,English,2h 49m,"$70,000,000.00","$481,840,909.00",Tom Hanks,Tom Sizemore,Dennis Farina,Max Martini,Joerg Stadler,Harve Presnell,Full Cast & Crew
Harry Potter and the Prisoner of Azkaban (2004),WB,Released,English,2h 21m,"$130,000,000.00","$789,804,554.00",Daniel Radcliffe,Rupert Grint,Emma Watson,Gary Oldman,David Thewlis,Alan Rickman,Full Cast & Crew
The Usual Suspects (1995),Gram.,Released,English,1h 46m,"$6,000,000.00","$23,341,568.00",Kevin Spacey,Stephen Baldwin,Gabriel Byrne,Benicio del Toro,Kevin Pollak,Chazz Palminteri,Full Cast & Crew
St. Vincent (2014),Wein.,Released,English,1h 42m,"$13,000,000.00","$54,837,234.00",Bill Murray,Melissa McCarthy,Naomi Watts,Chris O'Dowd,Terrence Howard,Jaeden Lieberher,Full Cast & Crew
Prometheus (2012),Fox,Released,English,2h 4m,"$130,000,000.00","$403,170,142.00",Noomi Rapace,Michael Fassbender,Charlize Theron,Idris Elba,Guy Pearce,Logan Marshall-Green,Full Cast & Crew
2012 (2009),Sony,Released,English,2h 38m,"$200,000,000.00","$769,653,595.00",John Cusack,Amanda Peet,Chiwetel Ejiofor,Thandie Newton,Oliver Platt,Tom McCarthy,Full Cast & Crew
Friend Request (2016),Free,Released,English,1h 32m,-,-,Alycia Debnam-Carey,William Moseley,Connor Paolo,Brit Morgan,Sean Marquette,Brooke Markham,Full Cast & Crew
Hitman: Agent 47 (2015),Fox,Released,English,1h 36m,"$35,000,000.00","$82,347,656.00",Rupert Friend,Zachary Quinto,Hannah Ware,Emilio Rivera,Rolf Kanies,Thomas Kretschmann,Full Cast & Crew
Night at the Museum (2006),Fox,Released,English,1h 48m,"$110,000,000.00","$574,480,841.00",Ben Stiller,Jake Cherry,Carla Gugino,Robin Williams,Dick Van Dyke,Mickey Rooney,Full Cast & Crew
